# Sparvio 1.5.0 log file. Logging started at 12:01:19.170 UTC.
# Logged components:
# SKH1_70727633 (id=1): 
#   Serial number; 1886549555
#   App and version; 3; 3.008

Time (UTC); SKH1_70727633.pr; SKH1_70727633.bat; SKH1_70727633.temp; SKH1_70727633.rh
12:09:37.390; 100366; 7.034; 20.52; 65.66
12:09:38.390; 100366; 6.965; 20.58; 65.67
12:09:39.390; 100367; 6.986; 20.64; 65.67
12:09:40.390; 100365; 6.981; 20.69; 65.55
12:09:41.391; 100366; 7.015; 20.72; 65.53
12:09:42.390; 100365; 6.996; 20.81; 65.49
12:09:43.390; 100365; 7.011; 20.87; 65.44
12:09:44.390; 100365; 6.957; 20.92; 65.38
12:09:45.390; 100363; 7.008; 20.96; 65.32
12:09:46.392; 100364; 7.021; 21.04; 65.31
12:09:47.390; 100364; 6.993; 21.09; 65.21
12:09:48.390; 100363; 6.981; 21.16; 65.18
12:09:49.390; 100364; 6.944; 21.2; 65.11
12:09:50.346; 100364; 7.027; 21.27; 64.98
12:09:51.346; 100364; 7.036; 21.34; 64.92
12:09:52.346; 100365; 6.996; 21.37; 64.82
12:09:53.346; 100363; 6.999; 21.41; 64.76
12:09:54.346; 100362; 6.99; 21.47; 64.67
12:09:55.346; 100362; 6.989; 21.55; 64.61
12:09:56.346; 100373; 6.976; 21.56; 64.5
12:09:57.346; 100365; 7.046; 21.65; 64.39
12:09:58.346; 100374; 7.019; 21.71; 64.17
12:09:59.346; 100393; 7.002; 21.76; 63.75
12:10:00.347; 100356; 6.948; 21.79; 63.41
12:10:01.346; 100360; 6.962; 21.85; 63.11
12:10:02.346; 100362; 7.027; 21.85; 62.83
12:10:03.346; 100362; 7.037; 21.88; 62.61
12:10:04.346; 100365; 7.05; 21.9; 62.34
12:10:05.346; 100366; 6.946; 21.92; 62.09
12:10:06.346; 100367; 6.994; 21.88; 61.89
12:10:07.346; 100368; 7.025; 21.92; 61.69
12:10:08.346; 100368; 6.991; 21.89; 61.48
12:10:09.346; 100369; 6.989; 21.86; 61.28
12:10:10.346; 100369; 7.012; 21.88; 61.11
12:10:11.346; 100369; 6.996; 21.85; 60.93
12:10:12.349; 100370; 6.994; 21.82; 60.78
12:10:13.346; 100370; 6.97; 21.81; 60.62
12:10:14.346; 100372; 7.009; 21.78; 60.46
12:10:15.346; 100371; 6.977; 21.73; 60.32
12:10:16.346; 100371; 6.983; 21.69; 60.17
12:10:17.346; 100370; 6.989; 21.64; 60.09
12:10:18.346; 100371; 6.961; 21.58; 59.97
12:10:19.346; 100371; 7.013; 21.52; 59.87
12:10:20.346; 100371; 6.947; 21.49; 59.75
12:10:21.358; 100371; 7.004; 21.44; 59.69
12:10:22.358; 100371; 6.972; 21.37; 59.64
12:10:23.358; 100369; 7.048; 21.31; 59.53
12:10:24.359; 100371; 7.018; 21.27; 59.49
12:10:25.358; 100370; 7.043; 21.2; 59.46
12:10:26.358; 100369; 6.948; 21.13; 59.43
12:10:27.358; 100368; 7.007; 21.07; 59.4
12:10:28.358; 100371; 6.997; 21.0; 59.45
12:10:29.358; 100371; 6.961; 20.94; 59.38
12:10:30.358; 100371; 7.016; 20.86; 59.38
12:10:31.358; 100371; 6.964; 20.78; 59.38
12:10:32.358; 100373; 6.981; 20.72; 59.43
12:10:33.358; 100372; 7.035; 20.64; 59.42
12:10:34.358; 100372; 6.97; 20.55; 59.42
12:10:35.358; 100371; 7.001; 20.48; 59.44
12:10:36.358; 100372; 6.978; 20.41; 59.48
12:10:37.358; 100372; 7.021; 20.32; 59.56
12:10:38.358; 100373; 6.982; 20.24; 59.61
12:10:39.358; 100373; 7.0; 20.19; 59.7
12:10:40.358; 100373; 6.993; 20.07; 59.71
12:10:41.358; 100374; 6.956; 19.99; 59.82
12:10:42.358; 100372; 6.974; 19.92; 59.86
12:10:43.358; 100371; 7.016; 19.85; 59.9
12:10:44.358; 100371; 6.997; 19.76; 59.99
12:10:45.358; 100371; 6.982; 19.69; 60.04
12:10:46.358; 100371; 6.987; 19.61; 60.19
12:10:47.358; 100371; 6.997; 19.52; 60.23
12:10:48.358; 100372; 6.985; 19.42; 60.3
12:10:49.358; 100372; 6.944; 19.36; 60.4
12:10:50.358; 100373; 6.995; 19.27; 60.5
12:10:51.358; 100372; 6.991; 19.17; 60.56
12:10:52.346; 100372; 6.995; 19.11; 60.68
12:10:53.346; 100372; 7.01; 19.0; 60.81
12:10:54.346; 100371; 6.998; 18.95; 60.87
12:10:55.346; 100372; 7.007; 18.85; 60.99
12:10:56.346; 100370; 7.032; 18.77; 61.06
12:10:57.346; 100358; 6.986; 18.67; 61.18
12:10:58.346; 100373; 6.986; 18.58; 61.24
12:10:59.346; 100392; 7.037; 18.51; 61.37
12:11:00.346; 100400; 6.986; 18.44; 61.54
12:11:01.346; 100372; 6.976; 18.4; 61.91
12:11:02.346; 100354; 6.974; 18.35; 62.38
12:11:03.346; 100365; 7.014; 18.31; 62.74
12:11:04.346; 100367; 6.925; 18.3; 63.06
12:11:05.346; 100369; 7.011; 18.28; 63.36
12:11:06.346; 100370; 6.977; 18.3; 63.72
12:11:07.346; 100371; 6.949; 18.28; 64.02
12:11:08.346; 100372; 6.961; 18.33; 64.39
12:11:09.348; 100371; 6.956; 18.35; 64.71
12:11:10.346; 100372; 7.006; 18.38; 65.03
12:11:11.346; 100371; 7.005; 18.45; 65.39
12:11:12.346; 100373; 6.957; 18.5; 65.75
12:11:13.346; 100371; 6.93; 18.58; 66.03
12:11:14.346; 100372; 7.004; 18.64; 66.25
12:11:15.346; 100372; 7.008; 18.72; 66.58
12:11:16.346; 100371; 6.966; 18.81; 66.75
12:11:17.346; 100371; 6.944; 18.92; 66.97
12:11:18.346; 100371; 6.983; 19.0; 67.15
12:11:19.346; 100371; 6.951; 19.11; 67.33
12:11:20.346; 100369; 6.965; 19.2; 67.45
12:11:21.346; 100369; 6.942; 19.27; 67.57
12:11:22.346; 100369; 6.999; 19.38; 67.63
12:11:23.343; 100369; 7.008; 19.48; 67.66
12:11:24.343; 100368; 6.956; 19.59; 67.79
12:11:25.343; 100369; 6.967; 19.68; 67.78
12:11:26.343; 100368; 6.908; 19.79; 67.83
12:11:27.343; 100368; 6.95; 19.93; 67.82
12:11:28.343; 100369; 6.982; 20.03; 67.78
12:11:29.343; 100369; 6.948; 20.13; 67.75
12:11:30.343; 100368; 6.942; 20.24; 67.69
12:11:31.343; 100370; 6.97; 20.37; 67.64
12:11:32.343; 100367; 6.967; 20.45; 67.52
12:11:33.343; 100368; 6.975; 20.59; 67.47
12:11:34.343; 100367; 6.963; 20.71; 67.36
12:11:35.343; 100368; 6.948; 20.81; 67.2
12:11:36.343; 100368; 7.002; 20.92; 67.13
12:11:37.343; 100367; 6.942; 21.02; 66.98
12:11:38.343; 100367; 6.966; 21.12; 66.78
12:11:39.343; 100368; 6.945; 21.24; 66.67
12:11:40.343; 100366; 6.953; 21.37; 66.51
12:11:41.343; 100367; 6.936; 21.48; 66.33
12:11:42.343; 100367; 7.021; 21.55; 66.13
12:11:43.343; 100366; 6.944; 21.68; 65.94
12:11:44.343; 100367; 6.978; 21.79; 65.75
12:11:45.343; 100366; 6.987; 21.9; 65.6
12:11:46.343; 100367; 6.961; 22.0; 65.35
12:11:47.343; 100367; 7.0; 22.1; 65.2
12:11:48.343; 100367; 6.92; 22.22; 64.95
12:11:49.343; 100367; 6.997; 22.34; 64.69
12:11:50.343; 100366; 6.98; 22.44; 64.53
12:11:51.343; 100366; 6.995; 22.51; 64.3
12:11:52.343; 100367; 7.006; 22.64; 64.08
12:11:53.343; 100366; 6.977; 22.74; 63.84
12:11:54.379; 100368; 6.987; 22.82; 63.58
12:11:55.379; 100367; 6.991; 22.95; 63.41
12:11:56.379; 100367; 6.955; 23.06; 63.17
12:11:57.379; 100366; 6.964; 23.15; 62.92
12:11:58.379; 100366; 6.943; 23.26; 62.71
12:11:59.379; 100368; 6.944; 23.34; 62.45
12:12:00.379; 100367; 6.947; 23.44; 62.17
12:12:01.379; 100365; 6.961; 23.55; 62.0
12:12:02.379; 100364; 6.923; 23.64; 61.81
12:12:03.380; 100365; 6.945; 23.72; 61.59
12:12:04.379; 100365; 6.998; 23.81; 61.33
12:12:05.379; 100365; 7.003; 23.91; 61.12
12:12:06.379; 100365; 6.93; 24.0; 60.89
12:12:07.379; 100365; 6.951; 24.08; 60.66
12:12:08.379; 100365; 7.019; 24.2; 60.41
12:12:09.379; 100365; 6.946; 24.26; 60.22
12:12:10.379; 100363; 6.955; 24.37; 59.98
12:12:11.379; 100363; 6.976; 24.44; 59.73
12:12:12.379; 100363; 6.954; 24.53; 59.49
12:12:13.379; 100363; 6.92; 24.63; 59.24
12:12:14.379; 100363; 6.927; 24.71; 59.04
12:12:15.380; 100362; 6.948; 24.81; 58.78
12:12:16.379; 100363; 6.928; 24.88; 58.57
12:12:17.379; 100362; 6.933; 24.95; 58.36
12:12:18.379; 100361; 6.964; 25.05; 58.1
12:12:19.379; 100361; 6.971; 25.1; 57.94
12:12:20.379; 100361; 6.976; 25.19; 57.7
12:12:21.379; 100362; 6.971; 25.26; 57.54
12:12:22.379; 100362; 6.968; 25.36; 57.3
12:12:23.379; 100361; 6.933; 25.43; 57.11
12:12:24.379; 100361; 6.948; 25.5; 56.86
12:12:25.382; 100360; 6.943; 25.55; 56.64
12:12:26.382; 100360; 6.955; 25.65; 56.48
12:12:27.382; 100361; 6.912; 25.72; 56.29
12:12:28.382; 100359; 6.954; 25.8; 56.15
12:12:29.382; 100360; 6.929; 25.87; 55.93
12:12:30.382; 100359; 6.975; 25.93; 55.75
12:12:31.382; 100360; 6.914; 26.0; 55.53
12:12:32.382; 100360; 6.975; 26.08; 55.15
12:12:33.383; 100361; 6.924; 26.15; 54.61
12:12:34.382; 100361; 6.953; 26.27; 54.6
12:12:35.382; 100358; 6.998; 26.37; 55.07
12:12:36.382; 100358; 6.953; 26.5; 55.19
