# Sparvio 1.5.0 log file. Logging started at 12:40:21.721 UTC.
# Logged components:
# SKH1_70727633 (id=1): 
#   Serial number; 1886549555
#   App and version; 3; 3.008

Time (UTC); SKH1_70727633.pr; SKH1_70727633.bat; SKH1_70727633.temp; SKH1_70727633.rh
12:41:07.985; 100383; 8.188; 25.41; 50.97
12:41:08.984; 100404; 8.188; 25.26; 48.27
12:41:09.985; 100356; 8.116; 25.1; 45.69
12:41:10.985; 100360; 8.132; 24.88; 43.56
12:41:11.984; 100364; 8.227; 24.65; 41.42
12:41:12.985; 100368; 8.149; 24.37; 39.63
12:41:13.985; 100371; 8.185; 24.12; 38.13
12:41:14.985; 100372; 8.139; 23.79; 36.94
12:41:15.985; 100374; 8.217; 23.48; 36.0
12:41:16.985; 100377; 8.247; 23.19; 35.44
12:41:17.984; 100377; 8.16; 22.85; 35.2
12:41:18.984; 100380; 8.205; 22.51; 35.02
12:41:19.984; 100379; 8.098; 22.15; 34.82
12:41:20.984; 100380; 8.114; 21.82; 34.7
12:41:21.984; 100381; 8.217; 21.48; 34.84
12:41:22.984; 100381; 8.145; 21.12; 34.93
12:41:23.984; 100382; 8.168; 20.75; 35.03
12:41:24.984; 100381; 8.189; 20.41; 35.14
12:41:25.984; 100381; 8.134; 20.06; 35.26
12:41:26.984; 100382; 8.142; 19.73; 35.37
12:41:27.984; 100382; 8.127; 19.37; 35.67
12:41:28.984; 100382; 8.148; 19.03; 36.03
12:41:29.984; 100382; 8.138; 18.69; 36.36
12:41:30.984; 100381; 8.138; 18.38; 36.87
12:41:31.984; 100384; 8.203; 18.03; 37.34
12:41:32.984; 100381; 8.144; 17.76; 37.78
12:41:33.984; 100382; 8.167; 17.47; 38.13
12:41:34.984; 100382; 8.178; 17.17; 38.41
12:41:35.984; 100382; 8.208; 16.91; 38.74
12:41:36.984; 100383; 8.159; 16.63; 39.09
12:41:37.984; 100384; 8.182; 16.37; 39.51
12:41:38.984; 100383; 8.19; 16.12; 39.98
12:41:39.984; 100382; 8.161; 15.88; 40.66
12:41:40.984; 100383; 8.152; 15.68; 41.51
12:41:41.984; 100383; 8.156; 15.46; 42.35
12:41:42.984; 100383; 8.187; 15.23; 43.09
12:41:43.984; 100383; 8.125; 15.06; 43.85
12:41:44.984; 100382; 8.152; 14.85; 44.57
12:41:45.984; 100381; 8.185; 14.68; 45.34
12:41:46.984; 100379; 8.129; 14.5; 46.14
12:41:47.984; 100378; 8.257; 14.3; 46.89
12:41:48.984; 100379; 8.186; 14.15; 47.63
12:41:49.984; 100380; 8.204; 13.98; 48.36
12:41:50.984; 100381; 8.176; 13.8; 48.89
12:41:51.984; 100382; 8.226; 13.62; 49.31
12:41:52.984; 100384; 8.143; 13.49; 49.74
12:41:53.984; 100383; 8.196; 13.33; 50.18
12:41:54.984; 100382; 8.072; 13.15; 50.4
12:41:55.984; 100381; 8.183; 13.01; 50.58
12:41:56.984; 100382; 8.129; 12.84; 50.68
12:41:57.984; 100384; 8.131; 12.71; 50.91
12:41:58.984; 100385; 8.175; 12.57; 51.26
12:41:59.984; 100384; 8.19; 12.43; 51.72
12:42:00.984; 100381; 8.156; 12.3; 52.26
12:42:01.985; 100382; 8.184; 12.19; 52.85
12:42:02.984; 100381; 8.161; 12.06; 53.36
12:42:03.984; 100382; 8.128; 11.97; 53.89
12:42:04.984; 100384; 8.186; 11.87; 54.44
12:42:05.984; 100382; 8.134; 11.76; 54.97
12:42:06.984; 100381; 8.126; 11.64; 55.46
12:42:07.984; 100383; 8.196; 11.57; 55.93
12:42:08.984; 100382; 8.156; 11.44; 56.26
12:42:09.984; 100382; 8.206; 11.37; 56.52
12:42:10.984; 100381; 8.108; 11.29; 56.75
12:42:11.985; 100380; 8.156; 11.18; 57.0
12:42:12.984; 100379; 8.138; 11.09; 57.34
12:42:13.984; 100378; 8.207; 11.03; 57.68
12:42:14.984; 100379; 8.236; 10.95; 58.13
12:42:15.984; 100378; 8.241; 10.87; 58.52
12:42:16.984; 100377; 8.146; 10.78; 58.91
12:42:17.984; 100377; 8.157; 10.72; 59.24
12:42:18.984; 100379; 8.164; 10.63; 59.46
12:42:19.984; 100378; 8.185; 10.59; 59.75
12:42:20.984; 100380; 8.203; 10.53; 59.99
12:42:21.984; 100379; 8.2; 10.46; 60.27
12:42:22.984; 100378; 8.151; 10.4; 60.45
12:42:23.984; 100379; 8.219; 10.3; 60.56
12:42:24.984; 100381; 8.166; 10.22; 60.64
12:42:25.984; 100383; 8.253; 10.19; 60.74
12:42:26.984; 100384; 8.184; 10.12; 60.84
12:42:27.984; 100383; 8.158; 10.04; 61.02
12:42:28.984; 100383; 8.213; 9.98; 61.21
12:42:29.984; 100383; 8.164; 9.94; 61.37
12:42:30.984; 100382; 8.209; 9.85; 61.56
12:42:31.984; 100382; 8.135; 9.8; 61.71
12:42:32.984; 100380; 8.197; 9.77; 61.92
12:42:33.984; 100380; 8.164; 9.74; 62.15
12:42:34.984; 100380; 8.178; 9.67; 62.29
12:42:35.984; 100383; 8.163; 9.6; 62.51
12:42:36.984; 100383; 8.192; 9.56; 62.58
12:42:37.984; 100383; 8.182; 9.5; 62.66
12:42:38.984; 100381; 8.19; 9.46; 62.83
12:42:39.984; 100383; 8.228; 9.4; 62.92
12:42:40.985; 100383; 8.169; 9.35; 62.98
12:42:41.984; 100384; 8.183; 9.29; 62.96
12:42:42.984; 100383; 8.148; 9.25; 62.92
12:42:43.984; 100382; 8.242; 9.19; 62.9
12:42:44.984; 100382; 8.164; 9.15; 62.82
12:42:45.984; 100382; 8.168; 9.09; 62.77
12:42:46.984; 100385; 8.153; 9.04; 62.84
12:42:47.984; 100385; 8.128; 9.02; 62.9
12:42:48.984; 100384; 8.168; 8.98; 62.99
12:42:49.984; 100382; 8.139; 8.94; 63.13
12:42:50.984; 100385; 8.166; 8.92; 63.35
12:42:51.984; 100384; 8.139; 8.88; 63.57
12:42:52.984; 100384; 8.212; 8.84; 63.78
12:42:53.984; 100382; 8.17; 8.8; 63.92
12:42:54.984; 100380; 8.155; 8.78; 64.05
12:42:55.984; 100379; 8.182; 8.71; 64.16
12:42:56.984; 100380; 8.171; 8.7; 64.25
12:42:57.984; 100380; 8.169; 8.68; 64.41
12:42:58.985; 100381; 8.11; 8.62; 64.56
12:42:59.984; 100381; 8.109; 8.62; 64.59
12:43:00.984; 100383; 8.168; 8.57; 64.69
12:43:01.984; 100384; 8.139; 8.55; 64.73
12:43:02.984; 100384; 8.153; 8.5; 64.73
12:43:03.984; 100384; 8.136; 8.46; 64.75
12:43:04.984; 100382; 8.217; 8.45; 64.71
12:43:05.984; 100382; 8.202; 8.36; 64.55
12:43:06.984; 100383; 8.171; 8.33; 64.33
12:43:07.984; 100384; 8.133; 8.31; 64.05
12:43:08.984; 100384; 8.137; 8.27; 63.76
12:43:09.984; 100384; 8.181; 8.22; 63.55
12:43:10.984; 100383; 8.199; 8.22; 63.28
12:43:11.984; 100383; 8.198; 8.18; 63.27
12:43:12.984; 100384; 8.181; 8.15; 63.26
12:43:13.984; 100383; 8.162; 8.11; 63.33
12:43:14.984; 100383; 8.118; 8.08; 63.31
12:43:15.984; 100380; 8.183; 8.07; 63.3
12:43:16.984; 100381; 8.149; 8.02; 63.25
12:43:17.984; 100382; 8.222; 8.0; 63.13
12:43:18.984; 100382; 8.173; 7.97; 63.16
12:43:19.984; 100383; 8.148; 7.94; 63.22
12:43:20.984; 100384; 8.184; 7.94; 63.25
12:43:21.984; 100383; 8.148; 7.88; 63.22
12:43:22.984; 100384; 8.12; 7.88; 63.31
12:43:23.984; 100384; 8.166; 7.87; 63.39
12:43:24.984; 100386; 8.141; 7.84; 63.47
12:43:25.984; 100386; 8.146; 7.85; 63.61
12:43:26.984; 100384; 8.107; 7.84; 63.77
12:43:27.984; 100383; 8.152; 7.83; 63.98
12:43:28.984; 100384; 8.192; 7.84; 64.23
12:43:29.984; 100384; 8.126; 7.81; 64.39
12:43:30.984; 100384; 8.183; 7.78; 64.5
12:43:31.984; 100385; 8.128; 7.78; 64.57
12:43:32.984; 100383; 8.151; 7.78; 64.6
12:43:33.984; 100383; 8.148; 7.77; 64.59
12:43:34.984; 100384; 8.195; 7.76; 64.64
12:43:35.984; 100384; 8.169; 7.76; 64.77
12:43:36.984; 100385; 8.228; 7.76; 64.87
12:43:37.984; 100383; 8.161; 7.76; 65.03
12:43:38.984; 100382; 8.16; 7.76; 65.21
12:43:39.984; 100382; 8.158; 7.74; 65.38
12:43:40.984; 100381; 8.183; 7.74; 65.55
12:43:41.984; 100382; 8.268; 7.76; 65.61
12:43:42.984; 100379; 8.182; 7.74; 65.75
12:43:43.984; 100380; 8.139; 7.73; 65.8
12:43:44.984; 100380; 8.207; 7.7; 65.79
12:43:45.984; 100381; 8.16; 7.67; 65.67
12:43:46.984; 100380; 8.18; 7.69; 65.49
12:43:47.984; 100383; 8.156; 7.65; 65.32
12:43:48.984; 100381; 8.208; 7.65; 65.14
12:43:49.984; 100381; 8.134; 7.63; 65.07
12:43:50.985; 100379; 8.178; 7.62; 65.0
12:43:51.984; 100380; 8.175; 7.59; 64.87
12:43:52.984; 100382; 8.135; 7.57; 64.75
12:43:53.984; 100384; 8.185; 7.57; 64.65
12:43:54.984; 100384; 8.199; 7.57; 64.56
12:43:55.984; 100385; 8.161; 7.55; 64.57
12:43:56.984; 100385; 8.168; 7.53; 64.52
12:43:57.984; 100383; 8.161; 7.52; 64.47
12:43:58.984; 100383; 8.158; 7.52; 64.5
12:43:59.984; 100383; 8.228; 7.5; 64.58
12:44:00.984; 100384; 8.195; 7.5; 64.64
12:44:01.984; 100383; 8.196; 7.52; 64.72
12:44:02.985; 100383; 8.178; 7.5; 64.78
12:44:03.984; 100383; 8.173; 7.5; 64.99
12:44:04.984; 100381; 8.19; 7.49; 65.0
12:44:05.984; 100381; 8.174; 7.46; 65.05
12:44:06.984; 100383; 8.223; 7.46; 65.14
12:44:07.984; 100384; 8.122; 7.48; 65.24
12:44:08.984; 100383; 8.124; 7.48; 65.3
12:44:09.984; 100382; 8.204; 7.46; 65.3
12:44:10.984; 100382; 8.162; 7.43; 65.42
12:44:11.984; 100383; 8.203; 7.48; 65.39
12:44:12.984; 100383; 8.197; 7.46; 65.43
12:44:13.984; 100384; 8.176; 7.43; 65.38
12:44:14.984; 100385; 8.21; 7.43; 65.34
12:44:15.984; 100384; 8.172; 7.43; 65.15
12:44:16.984; 100383; 8.16; 7.38; 65.0
12:44:17.984; 100383; 8.193; 7.38; 64.73
12:44:18.984; 100382; 8.19; 7.36; 64.55
12:44:19.985; 100381; 8.199; 7.38; 64.4
12:44:20.984; 100382; 8.157; 7.36; 64.36
12:44:21.984; 100383; 8.233; 7.36; 64.37
12:44:22.984; 100383; 8.188; 7.36; 64.39
12:44:23.984; 100382; 8.239; 7.35; 64.46
12:44:24.984; 100381; 8.159; 7.36; 64.55
12:44:25.984; 100381; 8.169; 7.36; 64.65
12:44:26.984; 100381; 8.223; 7.38; 64.75
12:44:27.984; 100380; 8.194; 7.38; 64.81
12:44:28.984; 100381; 8.247; 7.36; 64.92
12:44:29.984; 100380; 8.163; 7.38; 64.96
12:44:30.984; 100381; 8.099; 7.35; 65.0
12:44:31.984; 100380; 8.219; 7.36; 64.99
12:44:32.984; 100379; 8.15; 7.35; 64.95
12:44:33.985; 100379; 8.175; 7.33; 64.93
12:44:34.984; 100378; 8.189; 7.29; 64.85
12:44:35.985; 100379; 8.161; 7.31; 64.72
12:44:36.984; 100379; 8.206; 7.31; 64.59
12:44:37.985; 100378; 8.122; 7.31; 64.48
12:44:38.984; 100379; 8.216; 7.29; 64.43
12:44:39.984; 100379; 8.159; 7.28; 64.35
12:44:40.984; 100380; 8.13; 7.31; 64.37
12:44:41.984; 100382; 8.18; 7.32; 64.32
12:44:42.984; 100382; 8.144; 7.28; 64.26
12:44:43.984; 100383; 8.204; 7.28; 64.27
12:44:44.984; 100382; 8.204; 7.28; 64.22
12:44:45.985; 100382; 8.166; 7.28; 64.12
12:44:46.984; 100381; 8.148; 7.26; 64.01
12:44:47.984; 100382; 8.182; 7.28; 63.89
12:44:48.984; 100383; 8.187; 7.26; 63.84
12:44:49.984; 100383; 8.142; 7.23; 63.7
12:44:50.984; 100384; 8.177; 7.28; 63.6
12:44:51.984; 100383; 8.179; 7.22; 63.42
12:44:52.984; 100384; 8.132; 7.26; 63.23
12:44:53.984; 100382; 8.169; 7.19; 63.12
12:44:54.984; 100381; 8.217; 7.19; 62.94
12:44:55.984; 100381; 8.179; 7.19; 62.69
12:44:56.984; 100382; 8.214; 7.19; 62.4
12:44:57.985; 100382; 8.185; 7.17; 62.15
12:44:58.984; 100381; 8.202; 7.18; 62.02
12:44:59.985; 100381; 8.161; 7.17; 61.92
12:45:00.984; 100380; 8.123; 7.15; 61.84
12:45:01.986; 100380; 8.179; 7.15; 61.71
12:45:02.984; 100379; 8.18; 7.14; 61.56
12:45:03.985; 100380; 8.214; 7.15; 61.43
12:45:04.984; 100381; 8.167; 7.12; 61.36
12:45:05.985; 100381; 8.194; 7.14; 61.29
12:45:06.984; 100383; 8.166; 7.14; 61.21
12:45:07.985; 100383; 8.164; 7.11; 61.15
12:45:08.984; 100382; 8.151; 7.11; 61.06
12:45:09.985; 100381; 8.159; 7.1; 60.93
12:45:10.984; 100381; 8.171; 7.11; 60.81
12:45:11.984; 100381; 8.188; 7.11; 60.73
12:45:12.984; 100382; 8.213; 7.1; 60.7
12:45:13.984; 100383; 8.139; 7.1; 60.75
12:45:14.984; 100384; 8.075; 7.1; 60.75
12:45:15.984; 100383; 8.235; 7.1; 60.75
12:45:16.984; 100384; 8.161; 7.08; 60.71
12:45:17.984; 100383; 8.216; 7.12; 60.72
12:45:18.984; 100383; 8.19; 7.1; 60.67
12:45:19.984; 100381; 8.127; 7.11; 60.72
12:45:20.984; 100382; 8.165; 7.08; 60.63
12:45:21.984; 100383; 8.131; 7.1; 60.61
12:45:22.984; 100384; 8.175; 7.1; 60.61
12:45:23.984; 100383; 8.142; 7.1; 60.56
12:45:24.984; 100384; 8.162; 7.1; 60.51
12:45:25.984; 100383; 8.14; 7.11; 60.42
12:45:26.984; 100382; 8.184; 7.1; 60.4
12:45:27.985; 100381; 8.217; 7.11; 60.36
12:45:28.984; 100383; 8.202; 7.1; 60.36
12:45:29.985; 100382; 8.186; 7.11; 60.26
12:45:30.984; 100381; 8.135; 7.11; 60.27
12:45:31.985; 100379; 8.121; 7.11; 60.17
12:45:32.984; 100380; 8.168; 7.11; 60.07
12:45:33.985; 100380; 8.185; 7.11; 59.87
12:45:34.984; 100380; 8.173; 7.12; 59.72
12:45:35.985; 100380; 8.203; 7.11; 59.52
12:45:36.984; 100380; 8.148; 7.12; 59.33
12:45:37.985; 100380; 8.14; 7.12; 59.09
12:45:38.984; 100379; 8.197; 7.14; 58.93
12:45:39.986; 100379; 8.142; 7.12; 58.76
12:45:40.984; 100379; 8.187; 7.14; 58.66
12:45:41.985; 100379; 8.156; 7.14; 58.56
12:45:42.984; 100379; 8.145; 7.17; 58.52
12:45:43.984; 100380; 8.169; 7.18; 58.37
12:45:44.984; 100378; 8.185; 7.19; 58.28
12:45:45.984; 100378; 8.201; 7.22; 58.2
12:45:46.984; 100378; 8.13; 7.21; 58.08
12:45:47.985; 100379; 8.153; 7.21; 58.05
12:45:48.984; 100379; 8.164; 7.19; 57.92
12:45:49.984; 100379; 8.125; 7.21; 57.63
12:45:50.984; 100377; 8.183; 7.18; 57.35
12:45:51.985; 100378; 8.158; 7.18; 57.11
12:45:52.984; 100378; 8.153; 7.19; 56.97
12:45:53.984; 100378; 8.176; 7.17; 56.78
12:45:54.984; 100377; 8.168; 7.21; 56.69
12:45:55.984; 100377; 8.176; 7.19; 56.59
12:45:56.984; 100379; 8.199; 7.21; 56.45
12:45:57.984; 100381; 8.148; 7.19; 56.38
12:45:58.984; 100382; 8.138; 7.19; 56.2
12:45:59.984; 100382; 8.187; 7.19; 55.98
12:46:00.984; 100384; 8.193; 7.19; 55.71
12:46:01.984; 100384; 8.181; 7.22; 55.55
12:46:02.984; 100383; 8.203; 7.19; 55.35
12:46:03.984; 100382; 8.116; 7.19; 55.1
12:46:04.984; 100383; 8.165; 7.18; 54.92
12:46:05.984; 100383; 8.136; 7.15; 54.82
12:46:06.984; 100382; 8.167; 7.15; 54.61
12:46:07.984; 100382; 8.173; 7.15; 54.45
12:46:08.984; 100381; 8.228; 7.12; 54.24
12:46:09.984; 100381; 8.18; 7.11; 53.95
12:46:10.984; 100381; 8.125; 7.1; 53.74
12:46:11.984; 100381; 8.234; 7.11; 53.61
12:46:12.986; 100380; 8.208; 7.1; 53.54
12:46:13.984; 100380; 8.222; 7.1; 53.53
12:46:14.984; 100380; 8.158; 7.08; 53.58
12:46:15.984; 100379; 8.157; 7.07; 53.59
12:46:16.984; 100379; 8.204; 7.07; 53.66
12:46:17.984; 100379; 8.153; 7.04; 53.6
12:46:18.984; 100380; 8.171; 7.04; 53.57
12:46:19.984; 100384; 8.205; 7.04; 53.54
12:46:20.984; 100381; 8.122; 7.01; 53.42
12:46:21.984; 100381; 8.183; 7.03; 53.28
12:46:22.984; 100382; 8.128; 7.0; 53.15
12:46:23.984; 100383; 8.157; 7.0; 52.96
12:46:24.984; 100381; 8.186; 6.98; 52.76
12:46:25.985; 100381; 8.079; 7.04; 52.71
12:46:26.984; 100381; 8.153; 7.07; 52.72
12:46:27.984; 100381; 8.106; 7.07; 52.77
12:46:28.984; 100383; 8.148; 7.08; 52.84
12:46:29.984; 100384; 8.216; 7.1; 52.79
12:46:30.984; 100384; 8.144; 7.08; 52.66
12:46:31.984; 100385; 8.148; 7.11; 52.5
12:46:32.984; 100384; 8.151; 7.1; 52.36
12:46:33.984; 100384; 8.181; 7.11; 52.29
12:46:34.984; 100383; 8.162; 7.11; 52.26
12:46:35.985; 100383; 8.164; 7.08; 52.22
12:46:36.984; 100381; 8.163; 7.1; 52.14
12:46:37.984; 100384; 8.208; 7.1; 52.06
12:46:38.984; 100384; 8.178; 7.1; 52.0
12:46:39.984; 100383; 8.156; 7.1; 52.01
12:46:40.984; 100386; 8.159; 7.1; 51.97
12:46:41.984; 100385; 8.216; 7.1; 51.9
12:46:42.984; 100384; 8.206; 7.12; 51.93
12:46:43.985; 100384; 8.118; 7.11; 52.03
12:46:44.985; 100384; 8.152; 7.11; 52.28
12:46:45.984; 100385; 8.135; 7.12; 52.34
12:46:46.984; 100384; 8.157; 7.12; 52.43
12:46:47.985; 100385; 8.215; 7.14; 52.42
12:46:48.985; 100385; 8.212; 7.12; 52.37
12:46:49.984; 100385; 8.22; 7.15; 52.25
12:46:50.984; 100384; 8.192; 7.12; 52.09
12:46:51.984; 100384; 8.137; 7.12; 51.9
12:46:52.984; 100384; 8.148; 7.12; 51.62
12:46:53.984; 100385; 8.191; 7.12; 51.39
12:46:54.984; 100384; 8.219; 7.14; 51.12
12:46:55.984; 100385; 8.182; 7.12; 50.87
12:46:56.984; 100382; 8.165; 7.14; 50.63
12:46:57.984; 100383; 8.183; 7.15; 50.39
12:46:58.984; 100382; 8.213; 7.17; 50.29
12:46:59.984; 100383; 8.221; 7.18; 50.16
12:47:00.984; 100382; 8.191; 7.19; 50.01
12:47:01.984; 100382; 8.124; 7.22; 49.93
12:47:02.984; 100381; 8.18; 7.21; 49.77
12:47:03.984; 100382; 8.168; 7.23; 49.62
12:47:04.984; 100382; 8.202; 7.26; 49.51
12:47:05.984; 100383; 8.208; 7.23; 49.43
12:47:06.984; 100382; 8.195; 7.28; 49.41
12:47:07.984; 100382; 8.215; 7.29; 49.47
12:47:08.984; 100383; 8.249; 7.29; 49.65
12:47:09.984; 100384; 8.19; 7.32; 49.82
12:47:10.984; 100381; 8.152; 7.31; 49.99
12:47:11.984; 100383; 8.18; 7.29; 50.13
12:47:12.984; 100383; 8.129; 7.32; 50.25
12:47:13.984; 100384; 8.155; 7.31; 50.37
12:47:14.984; 100385; 8.186; 7.31; 50.37
12:47:15.984; 100386; 8.19; 7.31; 50.33
12:47:16.984; 100386; 8.193; 7.32; 50.31
12:47:17.984; 100385; 8.165; 7.33; 50.31
12:47:18.984; 100385; 8.134; 7.38; 50.31
12:47:19.984; 100387; 8.21; 7.39; 50.33
12:47:20.985; 100384; 8.191; 7.43; 50.39
12:47:21.984; 100385; 8.186; 7.46; 50.49
12:47:22.984; 100385; 8.104; 7.5; 50.45
12:47:23.984; 100384; 8.092; 7.53; 50.37
12:47:24.984; 100383; 8.241; 7.55; 50.32
12:47:25.984; 100385; 8.155; 7.56; 50.22
12:47:26.984; 100383; 8.142; 7.59; 50.05
12:47:27.984; 100384; 8.166; 7.59; 49.83
12:47:28.986; 100384; 8.155; 7.62; 49.57
12:47:29.985; 100387; 8.216; 7.62; 49.37
12:47:30.984; 100387; 8.191; 7.63; 49.08
12:47:31.984; 100387; 8.148; 7.65; 48.87
12:47:32.984; 100386; 8.176; 7.65; 48.59
12:47:33.984; 100387; 8.137; 7.65; 48.41
12:47:34.984; 100385; 8.182; 7.65; 48.21
12:47:35.984; 100385; 8.167; 7.63; 48.06
12:47:36.984; 100382; 8.167; 7.62; 47.87
12:47:37.984; 100385; 8.172; 7.62; 47.71
12:47:38.985; 100387; 8.213; 7.62; 47.61
12:47:39.984; 100387; 8.19; 7.63; 47.5
12:47:40.984; 100387; 8.135; 7.6; 47.38
12:47:41.984; 100388; 8.167; 7.62; 47.23
12:47:42.984; 100371; 8.194; 7.65; 47.2
12:47:43.984; 100387; 8.145; 7.65; 47.15
12:47:44.984; 100387; 8.14; 7.62; 47.17
12:47:45.984; 100386; 8.18; 7.7; 47.48
12:47:46.984; 100384; 8.194; 8.31; 48.51
12:47:47.984; 100380; 8.12; 8.97; 51.18
12:47:48.984; 100380; 8.158; 9.37; 55.09
12:47:49.984; 100380; 8.165; 9.82; 59.16
12:47:50.984; 100380; 8.135; 10.19; 63.03
12:47:51.984; 100380; 8.194; 10.56; 66.5
12:47:52.984; 100381; 8.218; 10.89; 69.43
12:47:53.984; 100381; 8.151; 11.3; 72.04
12:47:54.984; 100379; 8.162; 11.68; 74.22
12:47:55.984; 100377; 8.169; 12.06; 76.04
12:47:56.984; 100380; 8.206; 12.4; 77.61
12:47:57.984; 100380; 8.209; 12.77; 78.95
12:47:58.984; 100380; 8.167; 13.13; 80.16
12:47:59.984; 100378; 8.229; 13.43; 81.18
12:48:00.984; 100380; 8.111; 13.74; 82.04
12:48:01.984; 100383; 8.115; 14.05; 82.77
12:48:02.984; 100379; 8.173; 14.36; 83.47
12:48:03.984; 100380; 8.176; 14.64; 83.98
12:48:04.984; 100379; 8.174; 14.89; 84.47
12:48:05.984; 100380; 8.162; 15.18; 84.86
12:48:06.984; 100380; 8.194; 15.43; 85.14
12:48:07.984; 100381; 8.166; 15.65; 85.37
12:48:08.984; 100380; 8.145; 15.89; 85.56
12:48:09.984; 100379; 8.215; 16.12; 85.73
12:48:10.984; 100380; 8.164; 16.31; 85.79
12:48:11.984; 100380; 8.132; 16.52; 85.84
12:48:12.984; 100380; 8.152; 16.74; 85.9
12:48:13.984; 100379; 8.111; 16.93; 85.94
12:48:14.984; 100380; 8.162; 17.13; 85.85
12:48:15.984; 100382; 8.16; 17.32; 85.82
12:48:16.984; 100382; 8.173; 17.5; 85.76
12:48:17.984; 100380; 8.189; 17.68; 85.65
12:48:18.984; 100379; 8.217; 17.85; 85.55
12:48:19.984; 100379; 8.177; 18.0; 85.39
12:48:20.984; 100380; 8.165; 18.2; 85.22
12:48:21.984; 100380; 8.176; 18.34; 84.93
12:48:22.984; 100381; 8.149; 18.51; 84.76
12:48:23.985; 100381; 8.123; 18.64; 84.5
12:48:24.984; 100384; 8.189; 18.81; 84.19
12:48:25.984; 100383; 8.084; 18.97; 83.81
12:48:26.984; 100383; 8.182; 19.11; 83.49
12:48:27.984; 100382; 8.181; 19.24; 83.09
12:48:28.984; 100382; 8.145; 19.38; 82.64
12:48:29.984; 100381; 8.147; 19.51; 82.22
12:48:30.984; 100380; 8.126; 19.65; 81.77
12:48:31.985; 100381; 8.215; 19.76; 81.25
12:48:32.984; 100380; 8.202; 19.87; 80.81
12:48:33.984; 100379; 8.239; 20.0; 80.33
12:48:34.984; 100379; 8.177; 20.1; 79.81
12:48:35.984; 100379; 8.141; 20.26; 79.33
12:48:36.984; 100380; 8.227; 20.35; 78.85
12:48:37.984; 100380; 8.156; 20.48; 78.45
12:48:38.984; 100380; 8.137; 20.57; 77.94
12:48:39.984; 100381; 8.155; 20.66; 77.43
12:48:40.984; 100381; 8.143; 20.75; 76.98
12:48:41.984; 100382; 8.135; 20.82; 76.44
12:48:42.984; 100381; 8.156; 20.92; 76.0
12:48:43.984; 100383; 8.152; 21.0; 75.51
12:48:44.984; 100384; 8.186; 21.1; 75.03
12:48:45.984; 100382; 8.095; 21.16; 74.51
12:48:46.984; 100382; 8.181; 21.26; 74.0
12:48:47.984; 100383; 8.153; 21.36; 73.5
