# Sparvio 1.5.0 log file. Logging started at 12:40:21.721 UTC.
# Logged components:
# SKH1_70727633 (id=1): 
#   Serial number; 1886549555
#   App and version; 3; 3.008

Time (UTC); SKH1_70727633.pr; SKH1_70727633.bat; SKH1_70727633.temp; SKH1_70727633.rh
12:48:48.984; 100383; 8.243; 21.4; 73.01
12:48:49.984; 100386; 8.197; 21.49; 72.52
12:48:50.984; 100385; 8.168; 21.55; 72.13
12:48:51.984; 100385; 8.146; 21.61; 71.7
12:48:52.984; 100385; 8.189; 21.68; 71.3
12:48:53.984; 100385; 8.191; 21.75; 70.93
12:48:54.984; 100384; 8.18; 21.79; 70.55
12:48:55.984; 100385; 8.202; 21.85; 70.22
12:48:56.984; 100386; 8.16; 21.93; 69.88
12:48:57.984; 100388; 8.181; 21.97; 69.5
12:48:58.984; 100388; 8.16; 22.06; 69.14
12:48:59.984; 100388; 8.162; 22.09; 68.88
12:49:00.984; 100388; 8.165; 22.15; 68.6
12:49:01.984; 100386; 8.179; 22.2; 68.31
12:49:02.984; 100385; 8.209; 22.24; 67.98
12:49:03.984; 100386; 8.191; 22.3; 67.73
12:49:04.984; 100387; 8.179; 22.36; 67.46
12:49:05.984; 100387; 8.167; 22.37; 67.15
12:49:06.984; 100388; 8.181; 22.45; 66.93
12:49:07.984; 100384; 8.176; 22.48; 66.68
12:49:08.984; 100385; 8.221; 22.51; 66.42
12:49:09.984; 100384; 8.201; 22.58; 66.14
12:49:10.985; 100383; 8.133; 22.58; 65.95
12:49:11.756; 100383; 8.195; 22.64; 65.67
12:49:12.756; 100384; 8.128; 22.68; 65.43
12:49:13.757; 100384; 8.156; 22.71; 65.22
12:49:14.756; 100385; 8.17; 22.77; 64.99
12:49:15.757; 100383; 8.198; 22.78; 64.82
12:49:16.756; 100385; 8.161; 22.81; 64.51
12:49:17.757; 100385; 8.177; 22.86; 64.32
12:49:18.756; 100384; 8.165; 22.88; 64.12
12:49:19.756; 100386; 8.111; 22.92; 63.99
12:49:20.756; 100385; 8.118; 22.95; 63.82
12:49:21.756; 100385; 8.13; 22.96; 63.61
12:49:22.756; 100384; 8.138; 23.03; 63.51
12:49:23.756; 100381; 8.184; 23.05; 63.33
12:49:24.756; 100381; 8.145; 23.08; 63.21
12:49:25.756; 100381; 8.179; 23.09; 63.07
12:49:26.756; 100381; 8.211; 23.12; 62.97
12:49:27.757; 100380; 8.134; 23.16; 62.85
12:49:28.756; 100381; 8.104; 23.17; 62.67
12:49:29.756; 100381; 8.116; 23.23; 62.55
12:49:30.756; 100380; 8.184; 23.2; 62.51
12:49:31.756; 100380; 8.163; 23.27; 62.37
12:49:32.756; 100380; 8.175; 23.27; 62.26
12:49:33.756; 100380; 8.194; 23.32; 62.18
12:49:34.756; 100381; 8.173; 23.33; 62.02
12:49:35.756; 100381; 8.203; 23.34; 61.9
12:49:36.756; 100382; 8.182; 23.38; 61.82
12:49:37.756; 100380; 8.149; 23.4; 61.73
12:49:38.756; 100381; 8.133; 23.41; 61.66
12:49:39.756; 100382; 8.225; 23.44; 61.58
12:49:40.756; 100382; 8.182; 23.47; 61.49
12:49:41.756; 100382; 8.163; 23.48; 61.38
12:49:42.713; 100383; 8.141; 23.51; 61.3
12:49:43.713; 100383; 8.192; 23.51; 61.26
12:49:44.713; 100384; 8.116; 23.54; 61.14
12:49:45.713; 100383; 8.107; 23.52; 61.08
12:49:46.713; 100383; 8.165; 23.57; 61.03
12:49:47.713; 100383; 8.154; 23.6; 60.86
12:49:48.713; 100384; 8.208; 23.61; 60.84
12:49:49.713; 100382; 8.112; 23.64; 60.77
12:49:50.713; 100385; 8.207; 23.63; 60.66
12:49:51.713; 100384; 8.179; 23.67; 60.6
12:49:52.713; 100384; 8.151; 23.69; 60.52
12:49:53.713; 100385; 8.17; 23.71; 60.45
12:49:54.713; 100384; 8.137; 23.71; 60.32
12:49:55.713; 100383; 8.208; 23.74; 60.21
12:49:56.713; 100382; 8.116; 23.75; 60.14
12:49:57.713; 100383; 8.137; 23.79; 60.11
12:49:58.713; 100381; 8.15; 23.78; 60.08
12:49:59.713; 100383; 8.158; 23.81; 60.05
12:50:00.713; 100383; 8.141; 23.82; 60.04
12:50:01.713; 100384; 8.15; 23.81; 60.01
12:50:02.713; 100384; 8.146; 23.84; 59.96
12:50:03.713; 100383; 8.124; 23.85; 59.82
12:50:04.713; 100383; 8.18; 23.85; 59.79
12:50:05.713; 100382; 8.195; 23.88; 59.68
12:50:06.715; 100382; 8.159; 23.89; 59.59
12:50:07.714; 100382; 8.169; 23.89; 59.51
12:50:08.714; 100382; 8.15; 23.92; 59.45
12:50:09.713; 100384; 8.216; 23.92; 59.39
12:50:10.715; 100384; 8.155; 23.93; 59.33
12:50:11.713; 100383; 8.187; 23.93; 59.34
12:50:12.713; 100382; 8.19; 23.97; 59.33
12:50:13.717; 100381; 8.195; 23.97; 59.26
12:50:14.717; 100381; 8.169; 23.97; 59.27
12:50:15.717; 100382; 8.073; 23.96; 59.23
12:50:16.719; 100382; 8.131; 23.97; 59.22
12:50:17.717; 100383; 8.19; 23.97; 59.17
12:50:18.717; 100383; 8.191; 24.0; 59.19
12:50:19.717; 100385; 8.164; 23.99; 59.22
12:50:20.717; 100383; 8.163; 23.99; 59.17
12:50:21.717; 100383; 8.171; 24.0; 59.14
12:50:22.717; 100383; 8.168; 23.99; 59.12
12:50:23.717; 100384; 8.203; 24.03; 59.11
12:50:24.717; 100385; 8.122; 24.02; 59.07
12:50:25.717; 100384; 8.228; 24.05; 59.08
12:50:26.718; 100384; 8.175; 24.06; 59.02
12:50:27.717; 100386; 8.168; 24.05; 59.0
12:50:28.717; 100385; 8.116; 24.06; 58.95
12:50:29.717; 100384; 8.196; 24.06; 58.87
12:50:30.717; 100383; 8.147; 24.09; 58.87
12:50:31.718; 100384; 8.159; 24.08; 58.78
12:50:32.717; 100382; 8.178; 24.09; 58.75
12:50:33.717; 100383; 8.193; 24.08; 58.71
12:50:34.717; 100383; 8.177; 24.11; 58.77
12:50:35.717; 100385; 8.154; 24.12; 58.67
12:50:36.717; 100384; 8.153; 24.16; 58.61
12:50:37.717; 100385; 8.202; 24.13; 58.58
12:50:38.717; 100385; 8.151; 24.13; 58.58
12:50:39.717; 100385; 8.17; 24.13; 58.53
12:50:40.717; 100384; 8.156; 24.18; 58.55
12:50:41.717; 100382; 8.145; 24.15; 58.47
12:50:42.717; 100381; 8.237; 24.16; 58.46
12:50:43.709; 100380; 8.262; 24.2; 58.45
12:50:44.709; 100382; 8.199; 24.16; 58.37
12:50:45.709; 100382; 8.158; 24.18; 58.35
12:50:46.709; 100383; 8.195; 24.2; 58.28
12:50:47.709; 100382; 8.127; 24.19; 58.26
12:50:48.709; 100383; 8.148; 24.22; 58.24
12:50:49.709; 100383; 8.197; 24.23; 58.21
12:50:50.709; 100383; 8.176; 24.26; 58.17
12:50:51.709; 100384; 8.128; 24.24; 58.12
12:50:52.709; 100385; 8.068; 24.26; 58.1
12:50:53.709; 100384; 8.094; 24.27; 58.04
12:50:54.709; 100384; 8.075; 24.29; 57.99
12:50:55.709; 100384; 8.129; 24.3; 57.97
12:50:56.709; 100385; 8.164; 24.27; 57.87
12:50:57.709; 100386; 8.169; 24.29; 57.81
12:50:58.709; 100385; 8.127; 24.3; 57.81
12:50:59.709; 100385; 8.162; 24.33; 57.74
12:51:00.709; 100384; 8.13; 24.31; 57.71
12:51:01.709; 100385; 8.134; 24.33; 57.71
12:51:02.709; 100383; 8.183; 24.34; 57.63
12:51:03.709; 100384; 8.16; 24.34; 57.65
12:51:04.709; 100386; 8.181; 24.31; 57.54
12:51:05.709; 100385; 8.166; 24.33; 57.57
12:51:06.710; 100385; 8.049; 24.33; 57.52
12:51:07.709; 100385; 8.143; 24.34; 57.57
12:51:08.709; 100384; 8.111; 24.34; 57.54
12:51:09.709; 100384; 8.096; 24.36; 57.54
12:51:10.709; 100383; 8.083; 24.36; 57.55
12:51:11.709; 100384; 8.137; 24.36; 57.49
12:51:12.709; 100385; 8.136; 24.37; 57.44
12:51:13.709; 100385; 8.123; 24.39; 57.47
12:51:14.713; 100385; 8.173; 24.39; 57.47
12:51:15.713; 100385; 8.171; 24.39; 57.46
12:51:16.713; 100385; 8.211; 24.37; 57.41
12:51:17.713; 100384; 8.126; 24.4; 57.42
12:51:18.714; 100384; 8.222; 24.4; 57.38
12:51:19.713; 100383; 8.115; 24.43; 57.38
12:51:20.713; 100383; 8.185; 24.43; 57.36
12:51:21.713; 100383; 8.182; 24.43; 57.31
12:51:22.713; 100383; 8.137; 24.43; 57.32
12:51:23.713; 100384; 8.224; 24.43; 57.32
12:51:24.713; 100385; 8.167; 24.44; 57.3
12:51:25.713; 100384; 8.155; 24.43; 57.31
12:51:26.713; 100382; 8.145; 24.46; 57.26
12:51:27.713; 100383; 8.174; 24.44; 57.25
12:51:28.713; 100382; 8.166; 24.46; 57.26
12:51:29.713; 100382; 8.208; 24.43; 57.18
12:51:30.713; 100381; 8.152; 24.46; 57.17
12:51:31.713; 100383; 8.143; 24.48; 57.14
12:51:32.713; 100383; 8.174; 24.47; 57.15
12:51:33.713; 100383; 8.161; 24.47; 57.16
12:51:34.713; 100383; 8.135; 24.5; 57.02
12:51:35.713; 100384; 8.168; 24.5; 57.04
12:51:36.713; 100384; 8.194; 24.5; 57.02
12:51:37.713; 100384; 8.171; 24.51; 57.07
12:51:38.713; 100383; 8.095; 24.51; 57.04
12:51:39.713; 100385; 8.12; 24.51; 57.04
12:51:40.713; 100384; 8.1; 24.53; 57.03
12:51:41.713; 100385; 8.177; 24.53; 56.93
12:51:42.713; 100385; 8.124; 24.53; 56.93
12:51:43.713; 100384; 8.178; 24.55; 56.89
12:51:44.713; 100385; 8.115; 24.54; 56.94
12:51:45.703; 100386; 8.133; 24.53; 56.89
12:51:46.703; 100383; 8.134; 24.54; 56.83
12:51:47.703; 100384; 8.184; 24.54; 56.85
12:51:48.705; 100382; 8.137; 24.55; 56.76
12:51:49.704; 100381; 8.15; 24.55; 56.76
12:51:50.705; 100379; 8.174; 24.55; 56.79
12:51:51.703; 100380; 8.202; 24.53; 56.81
12:51:52.703; 100380; 8.112; 24.54; 56.75
12:51:53.703; 100378; 8.112; 24.55; 56.72
12:51:54.703; 100379; 8.151; 24.57; 56.76
12:51:55.703; 100381; 8.158; 24.55; 56.71
12:51:56.703; 100379; 8.105; 24.55; 56.71
12:51:57.703; 100379; 8.138; 24.55; 56.62
12:51:58.703; 100377; 8.129; 24.57; 56.64
12:51:59.703; 100376; 8.121; 24.57; 56.64
12:52:00.703; 100377; 8.15; 24.57; 56.64
12:52:01.703; 100378; 8.29; 24.57; 56.6
12:52:02.703; 100378; 8.159; 24.58; 56.58
12:52:03.703; 100377; 8.105; 24.58; 56.58
12:52:04.703; 100376; 8.079; 24.57; 56.56
12:52:05.703; 100376; 8.175; 24.57; 56.57
12:52:06.703; 100376; 8.142; 24.58; 56.59
12:52:07.703; 100377; 8.177; 24.57; 56.56
12:52:08.703; 100379; 8.176; 24.58; 56.55
12:52:09.703; 100378; 8.179; 24.6; 56.54
12:52:10.703; 100376; 8.248; 24.6; 56.54
12:52:11.703; 100378; 8.196; 24.6; 56.53
12:52:12.703; 100379; 8.171; 24.61; 56.5
12:52:13.703; 100379; 8.13; 24.63; 56.52
12:52:14.703; 100379; 8.112; 24.64; 56.48
12:52:15.704; 100379; 8.223; 24.63; 56.49
12:52:16.710; 100380; 8.223; 24.63; 56.48
12:52:17.711; 100380; 8.171; 24.63; 56.45
12:52:18.710; 100379; 8.14; 24.64; 56.44
12:52:19.710; 100380; 8.123; 24.63; 56.42
12:52:20.710; 100381; 8.137; 24.63; 56.38
12:52:21.711; 100380; 8.198; 24.67; 56.42
12:52:22.710; 100380; 8.142; 24.64; 56.42
12:52:23.710; 100381; 8.169; 24.67; 56.37
12:52:24.710; 100379; 8.117; 24.65; 56.38
12:52:25.710; 100379; 8.138; 24.65; 56.35
12:52:26.711; 100381; 8.153; 24.67; 56.36
12:52:27.710; 100380; 8.094; 24.67; 56.35
12:52:28.710; 100381; 8.192; 24.67; 56.36
12:52:29.710; 100381; 8.15; 24.68; 56.35
12:52:30.710; 100380; 8.14; 24.67; 56.31
12:52:31.710; 100379; 8.138; 24.67; 56.31
12:52:32.710; 100380; 8.146; 24.7; 56.29
12:52:33.710; 100379; 8.206; 24.7; 56.24
12:52:34.711; 100379; 8.2; 24.71; 56.25
12:52:35.710; 100381; 8.123; 24.7; 56.22
12:52:36.710; 100381; 8.171; 24.7; 56.26
12:52:37.710; 100380; 8.137; 24.71; 56.19
12:52:38.710; 100382; 8.181; 24.71; 56.21
12:52:39.710; 100381; 8.116; 24.73; 56.18
12:52:40.710; 100381; 8.165; 24.71; 56.21
12:52:41.710; 100382; 8.201; 24.71; 56.15
12:52:42.710; 100381; 8.188; 24.74; 56.13
12:52:43.710; 100381; 8.272; 24.73; 56.12
12:52:44.710; 100380; 8.196; 24.73; 56.12
12:52:45.710; 100380; 8.13; 24.74; 56.1
12:52:46.697; 100381; 8.12; 24.73; 56.14
12:52:47.697; 100379; 8.171; 24.73; 56.06
12:52:48.697; 100379; 8.145; 24.75; 56.04
12:52:49.697; 100380; 8.149; 24.73; 56.09
12:52:50.697; 100381; 8.146; 24.74; 56.02
12:52:51.697; 100379; 8.092; 24.74; 56.02
12:52:52.697; 100379; 8.166; 24.75; 56.04
12:52:53.697; 100379; 8.201; 24.77; 55.95
12:52:54.697; 100379; 8.104; 24.77; 55.95
12:52:55.697; 100377; 8.175; 24.78; 55.97
12:52:56.697; 100377; 8.114; 24.77; 55.91
12:52:57.698; 100379; 8.076; 24.75; 55.94
12:52:58.697; 100379; 8.115; 24.75; 55.9
12:52:59.697; 100377; 8.062; 24.75; 55.92
12:53:00.697; 100377; 8.191; 24.77; 55.93
12:53:01.697; 100377; 8.192; 24.77; 55.91
12:53:02.697; 100377; 8.123; 24.77; 55.89
12:53:03.697; 100378; 8.103; 24.78; 55.88
12:53:04.697; 100378; 8.129; 24.78; 55.88
12:53:05.697; 100379; 8.118; 24.78; 55.89
12:53:06.697; 100378; 8.122; 24.79; 55.88
12:53:07.697; 100378; 8.161; 24.79; 55.91
12:53:08.697; 100378; 8.156; 24.78; 55.9
12:53:09.697; 100378; 8.093; 24.77; 55.89
12:53:10.697; 100380; 8.164; 24.78; 55.83
12:53:11.697; 100379; 8.17; 24.78; 55.81
12:53:12.697; 100378; 8.182; 24.78; 55.85
12:53:13.697; 100378; 8.172; 24.81; 55.84
12:53:14.697; 100378; 8.146; 24.78; 55.84
12:53:15.697; 100379; 8.15; 24.81; 55.78
12:53:16.697; 100379; 8.172; 24.81; 55.78
12:53:17.733; 100377; 8.231; 24.78; 55.8
12:53:18.733; 100379; 8.149; 24.81; 55.79
12:53:19.733; 100379; 8.054; 24.82; 55.79
12:53:20.733; 100379; 8.231; 24.79; 55.8
12:53:21.733; 100379; 8.156; 24.81; 55.75
12:53:22.733; 100378; 8.123; 24.82; 55.77
12:53:23.733; 100378; 8.183; 24.84; 55.74
12:53:24.735; 100377; 8.133; 24.82; 55.75
12:53:25.734; 100377; 8.131; 24.82; 55.7
12:53:26.734; 100376; 8.179; 24.82; 55.74
12:53:27.734; 100375; 8.178; 24.82; 55.7
12:53:28.734; 100376; 8.13; 24.84; 55.71
12:53:29.733; 100375; 8.089; 24.85; 55.69
12:53:30.734; 100375; 8.112; 24.86; 55.71
12:53:31.734; 100376; 8.186; 24.84; 55.69
12:53:32.734; 100377; 8.184; 24.86; 55.72
12:53:33.733; 100376; 8.226; 24.85; 55.71
12:53:34.733; 100377; 8.117; 24.85; 55.68
12:53:35.733; 100378; 8.155; 24.85; 55.67
12:53:36.733; 100378; 8.214; 24.86; 55.64
12:53:37.733; 100378; 8.133; 24.85; 55.66
12:53:38.733; 100378; 8.191; 24.88; 55.63
12:53:39.733; 100378; 8.148; 24.88; 55.66
12:53:40.733; 100378; 8.16; 24.85; 55.59
12:53:41.733; 100380; 8.171; 24.84; 55.62
12:53:42.733; 100377; 8.135; 24.85; 55.62
12:53:43.733; 100379; 8.142; 24.88; 55.56
12:53:44.735; 100377; 8.124; 24.85; 55.59
12:53:45.733; 100376; 8.11; 24.84; 55.54
12:53:46.733; 100376; 8.157; 24.84; 55.62
12:53:47.727; 100375; 8.146; 24.86; 55.58
12:53:48.726; 100375; 8.174; 24.85; 55.57
12:53:49.726; 100375; 8.197; 24.86; 55.59
12:53:50.727; 100374; 8.135; 24.86; 55.54
12:53:51.726; 100375; 8.215; 24.85; 55.57
12:53:52.726; 100375; 8.129; 24.85; 55.54
12:53:53.727; 100376; 8.155; 24.88; 55.62
12:53:54.727; 100375; 8.245; 24.85; 55.57
12:53:55.726; 100377; 8.137; 24.88; 55.56
12:53:56.727; 100376; 8.079; 24.85; 55.54
12:53:57.727; 100375; 8.133; 24.85; 55.51
12:53:58.727; 100375; 8.17; 24.85; 55.59
12:53:59.726; 100376; 8.149; 24.82; 55.57
12:54:00.726; 100375; 8.132; 24.86; 55.59
12:54:01.726; 100375; 8.165; 24.88; 55.56
12:54:02.726; 100375; 8.138; 24.88; 55.53
12:54:03.726; 100375; 8.11; 24.89; 55.53
12:54:04.727; 100376; 8.184; 24.85; 55.53
12:54:05.726; 100376; 8.126; 24.88; 55.56
12:54:06.726; 100376; 8.137; 24.91; 55.52
12:54:07.726; 100376; 8.12; 24.89; 55.51
12:54:08.726; 100378; 8.168; 24.91; 55.5
12:54:09.726; 100377; 8.155; 24.89; 55.47
12:54:10.726; 100376; 8.126; 24.88; 55.49
12:54:11.726; 100378; 8.186; 24.91; 55.53
12:54:12.726; 100378; 8.118; 24.89; 55.46
12:54:13.726; 100378; 8.143; 24.92; 55.49
12:54:14.726; 100379; 8.115; 24.92; 55.46
12:54:15.726; 100378; 8.196; 24.92; 55.5
12:54:16.726; 100379; 8.146; 24.91; 55.45
12:54:17.724; 100375; 8.15; 24.92; 55.42
12:54:18.724; 100379; 8.129; 24.91; 55.46
12:54:19.724; 100378; 8.088; 24.92; 55.42
12:54:20.724; 100378; 8.143; 24.91; 55.43
12:54:21.724; 100381; 8.207; 24.92; 55.48
12:54:22.724; 100377; 8.137; 24.89; 55.39
12:54:23.724; 100377; 8.049; 24.91; 55.42
12:54:24.724; 100378; 8.118; 24.92; 55.43
12:54:25.724; 100377; 8.127; 24.98; 55.6
12:54:26.724; 100380; 8.155; 24.95; 56.17
12:54:27.724; 100385; 8.219; 24.86; 56.0
12:54:28.724; 100386; 8.195; 24.82; 54.89
12:54:29.724; 100399; 8.147; 24.74; 53.48
12:54:30.724; 100362; 8.132; 24.63; 51.82
12:54:31.724; 100364; 8.209; 24.44; 49.87
12:54:32.724; 100370; 8.187; 24.27; 48.0
12:54:33.724; 100370; 8.178; 24.05; 46.43
12:54:34.724; 100373; 8.149; 23.82; 45.1
12:54:35.724; 100375; 8.141; 23.57; 44.04
12:54:36.724; 100376; 8.141; 23.3; 43.27
12:54:37.724; 100378; 8.188; 23.02; 42.6
12:54:38.724; 100381; 8.151; 22.77; 42.1
12:54:39.724; 100380; 8.134; 22.47; 41.69
12:54:40.724; 100380; 8.136; 22.17; 41.28
12:54:41.724; 100381; 8.117; 21.89; 40.86
12:54:42.724; 100381; 8.123; 21.58; 40.61
12:54:43.724; 100381; 8.188; 21.27; 40.38
12:54:44.724; 100381; 8.17; 20.96; 40.26
12:54:45.724; 100383; 8.115; 20.66; 40.33
12:54:46.724; 100382; 8.195; 20.37; 40.66
12:54:47.706; 100382; 8.217; 20.04; 41.03
12:54:48.707; 100383; 8.187; 19.76; 41.28
12:54:49.706; 100383; 8.176; 19.44; 41.64
12:54:50.706; 100383; 8.104; 19.16; 42.06
12:54:51.706; 100382; 8.084; 18.88; 42.44
12:54:52.706; 100383; 8.139; 18.58; 42.94
12:54:53.706; 100382; 8.081; 18.3; 43.3
12:54:54.706; 100383; 8.147; 18.03; 43.61
12:54:55.706; 100382; 8.2; 17.75; 43.8
12:54:56.706; 100382; 8.14; 17.47; 43.92
12:54:57.706; 100383; 8.176; 17.19; 44.18
12:54:58.707; 100382; 8.143; 16.92; 44.3
12:54:59.706; 100381; 8.162; 16.64; 44.57
12:55:00.706; 100381; 8.165; 16.4; 44.91
12:55:01.706; 100381; 8.202; 16.13; 45.22
12:55:02.706; 100382; 8.131; 15.88; 45.52
12:55:03.706; 100382; 8.129; 15.64; 45.75
12:55:04.706; 100382; 8.151; 15.41; 46.08
12:55:05.706; 100383; 8.156; 15.18; 46.51
12:55:06.706; 100384; 8.141; 14.96; 47.01
12:55:07.706; 100385; 8.16; 14.71; 47.48
12:55:08.706; 100385; 8.201; 14.5; 47.94
12:55:09.706; 100385; 8.147; 14.27; 48.26
12:55:10.706; 100386; 8.163; 14.08; 48.64
12:55:11.706; 100387; 8.205; 13.88; 48.9
12:55:12.706; 100387; 8.152; 13.67; 49.16
12:55:13.706; 100387; 8.161; 13.46; 49.33
12:55:14.706; 100386; 8.142; 13.29; 49.56
12:55:15.706; 100385; 8.157; 13.07; 49.79
12:55:16.707; 100384; 8.173; 12.91; 50.2
12:55:17.707; 100386; 8.162; 12.72; 50.63
12:55:18.728; 100386; 8.205; 12.57; 51.0
12:55:19.728; 100387; 8.14; 12.42; 51.38
12:55:20.728; 100387; 8.136; 12.25; 51.82
12:55:21.728; 100385; 8.22; 12.09; 52.16
12:55:22.728; 100385; 8.162; 11.95; 52.69
12:55:23.728; 100384; 8.125; 11.82; 53.22
12:55:24.728; 100383; 8.172; 11.7; 53.65
12:55:25.728; 100383; 8.184; 11.54; 54.16
12:55:26.728; 100383; 8.255; 11.43; 54.65
12:55:27.728; 100382; 8.184; 11.27; 55.05
12:55:28.728; 100384; 8.106; 11.18; 55.58
12:55:29.728; 100382; 8.12; 11.08; 56.0
12:55:30.728; 100382; 8.166; 10.98; 56.43
12:55:31.729; 100382; 8.237; 10.85; 56.77
12:55:32.728; 100382; 8.171; 10.75; 57.16
12:55:33.728; 100383; 8.082; 10.67; 57.52
12:55:34.728; 100382; 8.239; 10.57; 57.97
12:55:35.728; 100382; 8.125; 10.46; 58.37
12:55:36.729; 100381; 8.202; 10.37; 58.72
12:55:37.728; 100382; 8.086; 10.27; 59.12
12:55:38.728; 100382; 8.202; 10.19; 59.47
12:55:39.728; 100382; 8.15; 10.13; 59.79
12:55:40.728; 100382; 8.219; 10.02; 60.08
12:55:41.728; 100382; 8.19; 9.95; 60.4
12:55:42.728; 100381; 8.119; 9.87; 60.68
12:55:43.728; 100381; 8.138; 9.8; 61.01
12:55:44.728; 100382; 8.121; 9.73; 61.25
12:55:45.728; 100381; 8.124; 9.64; 61.5
12:55:46.728; 100382; 8.132; 9.58; 61.77
12:55:47.728; 100382; 8.214; 9.52; 62.02
12:55:48.728; 100382; 8.156; 9.45; 62.24
12:55:49.758; 100382; 8.139; 9.37; 62.48
12:55:50.758; 100382; 8.14; 9.3; 62.7
12:55:51.758; 100381; 8.094; 9.25; 62.86
12:55:52.758; 100380; 8.142; 9.18; 63.05
12:55:53.758; 100380; 8.116; 9.14; 63.23
12:55:54.758; 100381; 8.118; 9.08; 63.41
12:55:55.758; 100379; 8.164; 9.01; 63.6
12:55:56.758; 100380; 8.165; 8.95; 63.8
12:55:57.758; 100380; 8.111; 8.9; 63.93
12:55:58.759; 100379; 8.103; 8.83; 64.1
12:55:59.758; 100379; 8.127; 8.78; 64.25
12:56:00.758; 100380; 8.161; 8.74; 64.37
12:56:01.758; 100379; 8.234; 8.66; 64.52
12:56:02.758; 100381; 8.187; 8.62; 64.64
12:56:03.758; 100380; 8.159; 8.57; 64.78
12:56:04.758; 100382; 8.152; 8.5; 64.93
12:56:05.758; 100383; 8.134; 8.47; 65.01
12:56:06.758; 100381; 8.124; 8.45; 65.1
12:56:07.758; 100382; 8.18; 8.39; 65.23
12:56:08.758; 100381; 8.119; 8.33; 65.32
12:56:09.758; 100383; 8.117; 8.31; 65.44
12:56:10.758; 100383; 8.181; 8.28; 65.57
12:56:11.758; 100386; 8.183; 8.24; 65.63
12:56:12.758; 100386; 8.134; 8.18; 65.71
12:56:13.758; 100387; 8.183; 8.15; 65.85
12:56:14.758; 100386; 8.131; 8.13; 65.89
12:56:15.758; 100387; 8.105; 8.08; 65.97
12:56:16.758; 100386; 8.1; 8.07; 66.08
12:56:17.759; 100386; 8.14; 8.04; 66.16
12:56:18.758; 100386; 8.213; 8.01; 66.27
12:56:19.698; 100385; 8.255; 7.94; 66.32
12:56:20.698; 100385; 8.159; 7.95; 66.43
12:56:21.698; 100385; 8.156; 7.91; 66.52
12:56:22.698; 100385; 8.121; 7.9; 66.57
12:56:23.698; 100385; 8.138; 7.84; 66.62
12:56:24.698; 100387; 8.171; 7.83; 66.68
12:56:25.698; 100388; 8.161; 7.77; 66.7
12:56:26.698; 100388; 8.088; 7.74; 66.69
12:56:27.698; 100387; 8.117; 7.74; 66.72
12:56:28.698; 100387; 8.163; 7.69; 66.71
12:56:29.698; 100387; 8.207; 7.65; 66.72
12:56:30.698; 100389; 8.144; 7.65; 66.75
12:56:31.698; 100389; 8.172; 7.63; 66.79
12:56:32.698; 100390; 8.178; 7.59; 66.86
12:56:33.698; 100390; 8.179; 7.57; 66.86
12:56:34.698; 100389; 8.173; 7.55; 66.96
12:56:35.700; 100390; 8.157; 7.52; 66.96
12:56:36.699; 100388; 8.138; 7.49; 66.99
12:56:37.698; 100390; 8.157; 7.5; 67.03
12:56:38.698; 100390; 8.187; 7.48; 67.09
12:56:39.698; 100389; 8.18; 7.43; 67.16
12:56:40.698; 100389; 8.137; 7.45; 67.16
12:56:41.698; 100388; 8.132; 7.38; 67.17
12:56:42.698; 100387; 8.18; 7.36; 67.18
12:56:43.698; 100387; 8.205; 7.32; 67.16
12:56:44.698; 100387; 8.121; 7.31; 67.14
12:56:45.698; 100388; 8.203; 7.31; 67.07
12:56:46.698; 100388; 8.19; 7.29; 67.07
12:56:47.699; 100387; 8.135; 7.25; 67.06
12:56:48.698; 100387; 8.233; 7.25; 67.06
12:56:49.698; 100387; 8.172; 7.23; 67.08
12:56:50.699; 100386; 8.2; 7.22; 67.15
12:56:51.699; 100386; 8.118; 7.22; 67.19
12:56:52.699; 100386; 8.13; 7.22; 67.24
12:56:53.699; 100387; 8.193; 7.19; 67.24
12:56:54.699; 100386; 8.14; 7.19; 67.24
12:56:55.699; 100385; 8.125; 7.18; 67.26
12:56:56.699; 100386; 8.197; 7.14; 67.25
12:56:57.699; 100385; 8.165; 7.15; 67.25
12:56:58.699; 100387; 8.179; 7.11; 67.24
12:56:59.699; 100389; 8.152; 7.11; 67.21
12:57:00.701; 100389; 8.159; 7.08; 67.22
12:57:01.701; 100389; 8.156; 7.11; 67.22
12:57:02.701; 100388; 8.213; 7.07; 67.17
12:57:03.700; 100388; 8.16; 7.04; 67.21
12:57:04.701; 100387; 8.141; 7.04; 67.23
12:57:05.701; 100387; 8.13; 7.04; 67.27
12:57:06.701; 100388; 8.096; 7.04; 67.29
12:57:07.700; 100390; 8.148; 7.01; 67.28
12:57:08.699; 100390; 8.145; 6.98; 67.29
12:57:09.699; 100389; 8.187; 6.98; 67.22
12:57:10.699; 100389; 8.149; 6.95; 67.17
12:57:11.699; 100388; 8.188; 6.94; 67.1
12:57:12.699; 100389; 8.195; 6.93; 67.06
12:57:13.699; 100387; 8.23; 6.91; 66.98
12:57:14.699; 100387; 8.17; 6.9; 66.93
12:57:15.699; 100388; 8.112; 6.88; 66.92
12:57:16.699; 100389; 8.16; 6.86; 66.91
12:57:17.699; 100387; 8.143; 6.86; 66.88
12:57:18.699; 100387; 8.135; 6.87; 66.92
12:57:19.699; 100386; 8.156; 6.83; 66.93
12:57:20.699; 100387; 8.152; 6.84; 66.96
