# Sparvio 1.5.0 log file. Logging started at 12:51:02.973 UTC.
# Logged components:
# SKH1_70727633 (id=1): 
#   Serial number; 1886549555
#   App and version; 3; 3.008
# C (id=3): 
#   Serial number; 1851030050
#   App and version; 18; 2.007

Time (UTC); SKH1_70727633.pr; SKH1_70727633.bat; SKH1_70727633.temp; SKH1_70727633.rh; SKH1_70727633.lat; SKH1_70727633.lon; SKH1_70727633.alt; C.wspd; C.wdir; C.windU; C.windV; C.windW; C.temp; C.rh; C.pr; C.pitch; C.roll; C.heading
12:57:21.482; ; ; ; ; ; ; ; 1.54; 58; -1.3; -0.8; -0.16; 22.77; 86.1; 100428; 1.2; -9.3; 0
12:57:21.682; ; ; ; ; ; ; ; 1.81; 52; -1.41; -1.12; -0.25; 22.65; 86.7; 100427; 1.2; -9.3; 0
12:57:21.882; ; ; ; ; ; ; ; 1.81; 53; -1.43; -1.07; -0.3; 22.58; 87.0; 100426; 1.2; -9.3; 0
12:57:22.081; ; ; ; ; ; ; ; 1.74; 49; -1.31; -1.13; -0.14; 22.61; 86.9; 100427; 1.2; -9.3; 0
12:57:22.299; 100241; 7.262; 33.05; 26.9; 45.509946; 9.211708; 404.7; 1.63; 50; -1.24; -1.02; -0.26; 22.51; 87.6; 100426; 1.2; -9.3; 0
12:57:22.483; ; ; ; ; ; ; ; 1.54; 50; -1.17; -0.97; -0.25; 22.8; 86.0; 100428; 1.2; -9.3; 0
12:57:22.681; ; ; ; ; ; ; ; 1.96; 41; -1.28; -1.47; -0.19; 23.6; 81.9; 100427; 1.2; -9.3; 0
12:57:22.881; ; ; ; ; ; ; ; 1.5; 50; -1.14; -0.97; -0.09; 23.73; 81.3; 100427; 1.2; -9.3; 0
12:57:23.081; ; ; ; ; ; ; ; 1.54; 51; -1.19; -0.98; -0.11; 22.72; 86.4; 100427; 1.2; -9.3; 0
12:57:23.299; 100242; 7.307; 33.03; 26.77; 45.509918; 9.211845; 413.0; 1.49; 50; -1.13; -0.96; -0.18; 25.0; 75.3; 100426; 1.2; -9.3; 0
12:57:23.481; ; ; ; ; ; ; ; 1.38; 42; -0.92; -1.03; -0.1; 24.56; 77.3; 100426; 1.2; -9.3; 0
12:57:23.681; ; ; ; ; ; ; ; 1.14; 51; -0.88; -0.71; -0.07; 25.22; 74.4; 100426; 1.2; -9.3; 0
12:57:23.880; ; ; ; ; ; ; ; 1.06; 59; -0.9; -0.54; -0.15; 25.15; 74.6; 100427; 1.2; -9.3; 0
12:57:24.081; ; ; ; ; ; ; ; 1.14; 52; -0.89; -0.7; -0.1; 24.68; 76.8; 100426; 1.2; -9.3; 0
12:57:24.301; 100241; 7.304; 33.0; 26.72; 45.509906; 9.211953; 418.2; 1.01; 45; -0.71; -0.71; -0.09; 24.53; 77.6; 100428; 1.2; -9.3; 0
12:57:24.482; ; ; ; ; ; ; ; 0.92; 45; -0.65; -0.65; -0.03; 24.17; 79.1; 100427; 1.2; -9.3; 0
12:57:24.680; ; ; ; ; ; ; ; 1.26; 49; -0.95; -0.83; -0.04; 22.91; 85.4; 100426; 1.2; -9.3; 0
12:57:24.880; ; ; ; ; ; ; ; 1.32; 44; -0.9; -0.95; -0.11; 22.4; 88.2; 100427; 1.2; -9.3; 0
12:57:25.080; ; ; ; ; ; ; ; 1.3; 41; -0.86; -0.98; -0.05; 22.53; 87.4; 100426; 1.2; -9.3; 0
12:57:25.298; 100242; 7.293; 33.02; 26.79; 45.509885; 9.212093; 423.0; 1.16; 46; -0.84; -0.8; 0.0; 22.63; 86.9; 100429; 1.2; -9.3; 0
12:57:25.480; ; ; ; ; ; ; ; 1.13; 58; -0.94; -0.6; -0.17; 23.38; 83.1; 100427; 1.2; -9.3; 0
12:57:25.680; ; ; ; ; ; ; ; 0.84; 68; -0.78; -0.31; -0.07; 23.93; 80.5; 100427; 1.2; -9.3; 0
12:57:25.880; ; ; ; ; ; ; ; 0.92; 64; -0.81; -0.4; -0.14; 23.84; 80.9; 100426; 1.2; -9.3; 0
12:57:26.080; ; ; ; ; ; ; ; 1.05; 69; -0.97; -0.38; -0.08; 24.65; 77.1; 100427; 1.2; -9.3; 0
12:57:26.299; 100241; 7.261; 33.02; 26.7; 45.509875; 9.212106; 428.8; 1.0; 71; -0.94; -0.32; -0.06; 24.44; 77.9; 100427; 1.2; -9.3; 0
12:57:26.481; ; ; ; ; ; ; ; 1.05; 80; -1.03; -0.18; -0.07; 24.88; 75.9; 100426; 1.2; -9.3; 0
12:57:26.679; ; ; ; ; ; ; ; 1.06; 91; -1.06; 0.01; 0.0; 26.13; 70.6; 100426; 1.2; -9.3; 0
12:57:26.879; ; ; ; ; ; ; ; 0.81; 87; -0.81; -0.04; 0.03; 26.52; 68.9; 100427; 1.2; -9.3; 0
12:57:27.079; ; ; ; ; ; ; ; 0.97; 80; -0.96; -0.17; 0.02; 25.74; 72.1; 100427; 1.2; -9.3; 0
12:57:27.297; 100241; 7.246; 33.02; 26.67; 45.509853; 9.212135; 432.5; 0.84; 92; -0.84; 0.03; -0.01; 25.52; 73.1; 100427; 1.2; -9.3; 0
12:57:27.479; ; ; ; ; ; ; ; 1.17; 78; -1.15; -0.24; -0.06; 24.75; 76.5; 100427; 1.2; -9.3; 0
12:57:27.679; ; ; ; ; ; ; ; 0.91; 87; -0.91; -0.05; -0.01; 24.98; 75.4; 100427; 1.2; -9.3; 0
12:57:27.879; ; ; ; ; ; ; ; 0.88; 81; -0.87; -0.14; -0.05; 25.14; 74.7; 100427; 1.2; -9.3; 0
12:57:28.079; ; ; ; ; ; ; ; 1.08; 80; -1.06; -0.19; 0.06; 25.15; 74.7; 100428; 1.2; -9.3; 0
12:57:28.299; 100239; 7.285; 33.05; 26.66; 45.509843; 9.212186; 436.3; 0.89; 95; -0.88; 0.08; 0.05; 25.29; 73.9; 100428; 1.2; -9.3; 0
12:57:28.480; ; ; ; ; ; ; ; 0.97; 98; -0.96; 0.14; 0.05; 24.19; 79.0; 100428; 1.2; -9.3; 0
12:57:28.679; ; ; ; ; ; ; ; 0.91; 109; -0.86; 0.29; -0.05; 23.32; 83.3; 100429; 1.2; -9.3; 0
12:57:28.879; ; ; ; ; ; ; ; 1.04; 99; -1.02; 0.15; -0.09; 23.62; 81.9; 100427; 1.2; -9.3; 0
12:57:29.080; ; ; ; ; ; ; ; 0.95; 95; -0.95; 0.08; 0.01; 23.69; 81.4; 100427; 1.2; -9.3; 0
12:57:29.297; 100240; 7.323; 33.05; 26.71; 45.50986; 9.21211; 434.0; 1.21; 95; -1.21; 0.11; 0.03; 23.97; 80.1; 100428; 1.2; -9.3; 0
12:57:29.478; ; ; ; ; ; ; ; 1.69; 89; -1.69; -0.03; 0.04; 24.35; 78.3; 100428; 1.2; -9.3; 0
12:57:29.678; ; ; ; ; ; ; ; 1.57; 101; -1.54; 0.3; -0.02; 22.88; 85.7; 100427; 1.2; -9.3; 0
12:57:29.878; ; ; ; ; ; ; ; 1.23; 95; -1.19; 0.11; -0.29; 22.15; 89.4; 100427; 1.2; -9.3; 0
12:57:30.079; ; ; ; ; ; ; ; 1.14; 74; -1.08; -0.31; -0.21; 22.43; 87.7; 100427; 1.2; -9.3; 0
12:57:30.297; 100240; 7.319; 33.0; 26.72; 45.509861; 9.212065; 427.4; 1.21; 93; -1.21; 0.06; -0.01; 23.25; 83.4; 100426; 1.3; -9.3; 0
12:57:30.481; ; ; ; ; ; ; ; 1.5; 103; -1.46; 0.35; -0.03; 23.42; 82.6; 100428; 1.3; -9.4; 0
12:57:30.680; ; ; ; ; ; ; ; 1.48; 85; -1.47; -0.12; -0.16; 22.91; 85.3; 100426; 1.2; -9.2; 0
12:57:30.878; ; ; ; ; ; ; ; 1.58; 68; -1.45; -0.58; -0.26; 22.56; 87.1; 100427; 1.2; -9.2; 0
12:57:31.078; ; ; ; ; ; ; ; 1.07; 84; -1.06; -0.11; -0.15; 22.15; 89.3; 100428; 1.2; -9.3; 0
12:57:31.296; 100240; 7.286; 32.96; 26.73; 45.50985; 9.21222; 426.9; 1.27; 95; -1.26; 0.12; -0.02; 22.83; 85.6; 100425; 1.2; -9.3; 0
12:57:31.478; ; ; ; ; ; ; ; 1.22; 110; -1.14; 0.41; 0.16; 24.34; 78.2; 100428; 1.2; -9.3; 0
12:57:31.678; ; ; ; ; ; ; ; 1.0; 125; -0.8; 0.57; -0.15; 24.53; 77.3; 100427; 1.2; -9.3; 0
12:57:31.878; ; ; ; ; ; ; ; 0.76; 89; -0.75; -0.01; -0.06; 25.87; 71.3; 100427; 1.2; -9.4; 0
12:57:32.078; ; ; ; ; ; ; ; 0.59; 98; -0.58; 0.08; -0.05; 25.89; 71.2; 100427; 1.2; -9.3; 0
12:57:32.296; 100240; 7.304; 32.94; 26.75; 45.509881; 9.212153; 414.7; 0.8; 88; -0.8; -0.02; -0.01; 25.91; 71.2; 100428; 1.2; -9.3; 0
12:57:32.477; ; ; ; ; ; ; ; 1.1; 100; -1.09; 0.18; 0.0; 25.75; 71.9; 100427; 1.2; -9.1; 0
12:57:32.679; ; ; ; ; ; ; ; 1.32; 99; -1.3; 0.22; 0.1; 24.5; 77.4; 100425; 1.3; -9.5; 0
12:57:32.878; ; ; ; ; ; ; ; 1.25; 108; -1.18; 0.4; 0.1; 25.64; 72.2; 100427; 1.3; -9.3; 0
12:57:33.077; ; ; ; ; ; ; ; 1.11; 101; -1.08; 0.21; 0.16; 24.19; 78.6; 100427; 1.2; -9.2; 0
12:57:33.298; 100240; 7.297; 32.93; 26.82; 45.509891; 9.212143; 408.9; 0.87; 91; -0.87; 0.02; -0.03; 22.82; 85.5; 100427; 1.2; -9.3; 0
12:57:33.477; ; ; ; ; ; ; ; 0.93; 97; -0.93; 0.11; 0.02; 23.66; 81.4; 100426; 1.1; -9.1; 0
12:57:33.677; ; ; ; ; ; ; ; 0.98; 105; -0.95; 0.25; 0.04; 22.69; 86.2; 100428; 1.2; -9.2; 0
12:57:33.877; ; ; ; ; ; ; ; 0.76; 100; -0.74; 0.13; 0.07; 22.65; 86.6; 100426; 1.2; -9.4; 0
12:57:34.077; ; ; ; ; ; ; ; 0.65; 86; -0.64; -0.05; 0.03; 22.76; 85.9; 100428; 1.3; -9.4; 0
12:57:34.298; 100241; 7.308; 32.88; 26.81; 45.509895; 9.212096; 407.5; 1.15; 83; -1.14; -0.14; 0.02; 22.93; 85.1; 100426; 1.2; -9.2; 0
12:57:34.476; ; ; ; ; ; ; ; 0.95; 88; -0.95; -0.03; -0.06; 22.29; 88.5; 100426; 1.3; -9.3; 0
12:57:34.678; ; ; ; ; ; ; ; 1.02; 77; -0.99; -0.23; -0.04; 22.37; 87.8; 100426; 1.2; -9.3; 0
12:57:34.876; ; ; ; ; ; ; ; 0.95; 75; -0.92; -0.25; 0.0; 23.03; 84.6; 100427; 1.1; -9.2; 0
12:57:35.077; ; ; ; ; ; ; ; 0.85; 89; -0.85; -0.01; -0.03; 23.29; 83.3; 100426; 1.2; -9.3; 0
12:57:35.297; 100241; 7.315; 32.79; 26.77; 45.509913; 9.212003; 401.4; 0.78; 78; -0.77; -0.16; 0.03; 23.09; 84.4; 100426; 1.3; -9.2; 0
12:57:35.476; ; ; ; ; ; ; ; 0.74; 84; -0.73; -0.07; 0.01; 23.82; 80.6; 100426; 1.2; -9.4; 0
12:57:35.676; ; ; ; ; ; ; ; 0.7; 88; -0.69; -0.02; -0.03; 24.31; 78.3; 100426; 1.2; -9.3; 0
12:57:35.876; ; ; ; ; ; ; ; 0.94; 92; -0.93; 0.03; 0.08; 23.24; 83.6; 100427; 1.2; -9.2; 0
12:57:36.077; ; ; ; ; ; ; ; 0.57; 95; -0.56; 0.05; 0.03; 23.39; 82.8; 100427; 1.2; -9.4; 0
12:57:36.297; 100242; 7.293; 32.68; 26.78; 45.50992; 9.211956; 398.0; 0.9; 70; -0.85; -0.3; -0.05; 22.93; 85.2; 100426; 1.2; -9.3; 0
12:57:36.476; ; ; ; ; ; ; ; 0.87; 60; -0.75; -0.43; -0.1; 22.96; 85.0; 100426; 1.2; -9.3; 0
12:57:36.677; ; ; ; ; ; ; ; 0.96; 60; -0.82; -0.48; -0.14; 22.77; 86.2; 100426; 1.2; -9.3; 0
12:57:36.875; ; ; ; ; ; ; ; 0.67; 67; -0.61; -0.26; -0.07; 23.2; 83.7; 100426; 1.2; -9.3; 0
12:57:37.077; ; ; ; ; ; ; ; 1.17; 60; -1.0; -0.58; -0.22; 22.64; 86.6; 100427; 1.2; -9.3; 0
12:57:37.298; 100242; 7.303; 32.62; 26.88; 45.509943; 9.211888; 395.9; 1.07; 61; -0.94; -0.51; -0.1; 23.0; 84.9; 100428; 1.3; -9.3; 0
12:57:37.475; ; ; ; ; ; ; ; 0.77; 65; -0.69; -0.32; -0.1; 23.26; 83.5; 100427; 1.2; -9.4; 0
12:57:37.675; ; ; ; ; ; ; ; 0.61; 73; -0.58; -0.17; -0.07; 24.35; 78.2; 100426; 1.2; -9.3; 0
12:57:37.877; ; ; ; ; ; ; ; 0.44; 69; -0.41; -0.16; -0.09; 24.41; 78.1; 100426; 1.2; -9.3; 0
12:57:38.077; ; ; ; ; ; ; ; 0.59; 40; -0.37; -0.43; -0.16; 24.52; 77.5; 100427; 1.2; -9.2; 0
12:57:38.298; 100242; 7.31; 32.55; 27.02; 45.509945; 9.211836; 394.6; 0.55; 39; -0.33; -0.41; -0.15; 24.3; 78.6; 100428; 1.2; -9.3; 0
12:57:38.475; ; ; ; ; ; ; ; 0.62; 53; -0.49; -0.37; -0.11; 24.12; 79.6; 100426; 1.2; -9.3; 0
12:57:38.677; ; ; ; ; ; ; ; 0.75; 74; -0.71; -0.2; -0.13; 24.18; 79.3; 100427; 1.2; -9.3; 0
12:57:38.875; ; ; ; ; ; ; ; 0.97; 23; -0.39; -0.89; 0.01; 23.87; 80.6; 100427; 1.2; -9.3; 0
12:57:39.077; ; ; ; ; ; ; ; 1.22; 14; -0.3; -1.18; 0.04; 23.06; 84.6; 100428; 1.2; -9.3; 0
12:57:39.298; 100242; 7.3; 32.52; 27.14; 45.509946; 9.21185; 390.5; 1.14; 15; -0.3; -1.1; 0.01; 22.88; 85.7; 100427; 1.2; -9.3; 0
12:57:39.475; ; ; ; ; ; ; ; 0.96; 16; -0.26; -0.93; -0.06; 22.84; 85.9; 100427; 1.2; -9.3; 0
12:57:39.674; ; ; ; ; ; ; ; 1.02; 37; -0.62; -0.81; -0.11; 22.81; 86.2; 100426; 1.2; -9.3; 0
12:57:39.874; ; ; ; ; ; ; ; 1.24; 34; -0.69; -1.02; -0.1; 22.54; 87.6; 100427; 1.2; -9.3; 0
12:57:40.076; ; ; ; ; ; ; ; 1.01; 53; -0.79; -0.59; -0.2; 23.14; 84.4; 100427; 1.3; -9.3; 0
12:57:40.298; 100242; 7.274; 32.49; 27.17; 45.509955; 9.211823; 381.8; 1.0; 62; -0.88; -0.46; 0.1; 24.02; 80.0; 100427; 1.2; -9.3; 0
12:57:40.474; ; ; ; ; ; ; ; 1.21; 45; -0.84; -0.85; -0.15; 23.48; 82.6; 100427; 1.2; -9.3; 0
12:57:40.676; ; ; ; ; ; ; ; 1.07; 49; -0.8; -0.69; -0.1; 23.5; 82.6; 100427; 1.2; -9.3; 0
12:57:40.874; ; ; ; ; ; ; ; 0.91; 32; -0.47; -0.75; -0.2; 23.23; 84.0; 100426; 1.2; -9.3; 0
12:57:41.075; ; ; ; ; ; ; ; 0.82; 64; -0.74; -0.35; -0.06; 23.89; 80.7; 100426; 1.2; -9.3; 0
12:57:41.298; 100241; 7.324; 32.48; 27.1; 45.509945; 9.21185; 381.1; 0.83; 64; -0.74; -0.36; -0.1; 24.23; 79.0; 100426; 1.2; -9.3; 0
12:57:41.473; ; ; ; ; ; ; ; 0.74; 66; -0.68; -0.3; -0.04; 24.75; 76.5; 100427; 1.2; -9.3; 0
12:57:41.674; ; ; ; ; ; ; ; 0.88; 77; -0.86; -0.2; -0.05; 24.71; 76.6; 100426; 1.2; -9.4; 0
12:57:41.873; ; ; ; ; ; ; ; 1.08; 63; -0.96; -0.49; -0.03; 24.69; 76.7; 100426; 1.2; -9.2; 0
12:57:42.075; ; ; ; ; ; ; ; 0.99; 54; -0.8; -0.57; -0.15; 24.71; 76.7; 100425; 1.2; -9.4; 0
12:57:42.298; 100240; 7.337; 32.45; 27.19; 45.509971; 9.211791; 371.0; 1.0; 64; -0.89; -0.44; -0.11; 24.83; 76.1; 100426; 1.2; -9.3; 0
12:57:42.473; ; ; ; ; ; ; ; 1.07; 87; -1.07; -0.06; 0.0; 25.68; 72.6; 100427; 1.2; -9.3; 0
12:57:42.675; ; ; ; ; ; ; ; 0.8; 71; -0.75; -0.26; -0.02; 25.32; 73.9; 100426; 1.2; -9.3; 0
12:57:42.873; ; ; ; ; ; ; ; 0.88; 89; -0.87; -0.02; 0.06; 26.18; 70.3; 100427; 1.2; -9.3; 0
12:57:43.074; ; ; ; ; ; ; ; 0.7; 90; -0.7; 0.0; -0.07; 26.6; 68.6; 100426; 1.2; -9.3; 0
12:57:43.286; 100241; 7.292; 32.48; 27.19; 45.50998; 9.211783; 366.3; 0.71; 41; -0.47; -0.53; -0.1; 25.74; 72.2; 100426; 1.2; -9.3; 0
12:57:43.485; ; ; ; ; ; ; ; 0.84; 70; -0.78; -0.29; -0.08; 25.2; 74.6; 100426; 1.2; -9.4; 0
12:57:43.685; ; ; ; ; ; ; ; 1.09; 86; -1.08; -0.08; 0.09; 25.02; 75.3; 100427; 1.2; -9.3; 0
12:57:43.885; ; ; ; ; ; ; ; 0.69; 87; -0.69; -0.03; 0.05; 24.98; 75.6; 100426; 1.2; -9.3; 0
12:57:44.086; ; ; ; ; ; ; ; 0.87; 64; -0.78; -0.39; -0.09; 24.93; 75.8; 100425; 1.2; -9.3; 0
12:57:44.287; 100239; 7.297; 32.46; 27.17; 45.509995; 9.211775; 360.6; 0.79; 66; -0.72; -0.32; -0.02; 25.65; 72.6; 100427; 1.2; -9.3; 0
12:57:44.485; ; ; ; ; ; ; ; 1.3; 80; -1.28; -0.22; 0.07; 24.09; 79.7; 100426; 1.2; -9.3; 0
12:57:44.686; ; ; ; ; ; ; ; 0.97; 75; -0.93; -0.25; -0.01; 23.19; 84.2; 100426; 1.2; -9.3; 0
12:57:44.884; ; ; ; ; ; ; ; 0.99; 85; -0.98; -0.08; -0.03; 22.93; 85.6; 100426; 1.2; -9.3; 0
12:57:45.086; ; ; ; ; ; ; ; 0.71; 85; -0.71; -0.07; -0.1; 23.44; 82.9; 100427; 1.2; -9.3; 0
12:57:45.311; 100239; 7.321; 32.45; 27.22; 45.510013; 9.211756; 356.3; 0.75; 79; -0.74; -0.14; -0.05; 24.06; 79.9; 100425; 1.2; -9.3; 0
12:57:45.484; ; ; ; ; ; ; ; 0.41; 65; -0.37; -0.18; 0.02; 25.42; 73.6; 100427; 1.2; -9.3; 0
12:57:45.684; ; ; ; ; ; ; ; 0.36; 85; -0.36; -0.03; -0.04; 25.94; 71.4; 100426; 1.2; -9.3; 0
12:57:45.884; ; ; ; ; ; ; ; 0.85; 53; -0.68; -0.51; 0.04; 24.31; 78.6; 100426; 1.2; -9.3; 0
12:57:46.085; ; ; ; ; ; ; ; 0.54; 69; -0.5; -0.19; -0.07; 23.74; 81.5; 100426; 1.2; -9.3; 0
12:57:46.286; 100239; 7.317; 32.45; 27.34; 45.510016; 9.211811; 357.7; 0.43; 34; -0.24; -0.35; -0.1; 24.58; 77.5; 100427; 1.2; -9.3; 0
12:57:46.484; ; ; ; ; ; ; ; 0.77; 26; -0.34; -0.69; -0.04; 23.62; 82.1; 100426; 1.2; -9.3; 0
12:57:46.686; ; ; ; ; ; ; ; 0.62; 58; -0.46; -0.29; -0.3; 24.1; 79.8; 100426; 1.2; -9.3; 0
12:57:46.884; ; ; ; ; ; ; ; 0.35; 73; -0.33; -0.1; -0.07; 25.63; 72.8; 100427; 1.2; -9.3; 0
12:57:47.086; ; ; ; ; ; ; ; 0.4; 66; -0.37; -0.16; -0.05; 24.92; 76.0; 100428; 1.2; -9.3; 0
12:57:47.288; 100238; 7.315; 32.45; 27.34; 45.51002; 9.211835; 351.5; 0.19; 57; -0.13; -0.08; -0.12; 25.77; 72.3; 100427; 1.2; -9.3; 0
12:57:47.484; ; ; ; ; ; ; ; 0.15; 313; 0.06; -0.06; -0.13; 26.67; 68.6; 100426; 1.2; -9.3; 0
12:57:47.683; ; ; ; ; ; ; ; 0.18; 350; 0.02; -0.13; -0.11; 27.16; 66.7; 100426; 1.2; -9.3; 0
12:57:47.883; ; ; ; ; ; ; ; 0.15; 353; 0.01; -0.09; -0.12; 27.13; 66.8; 100426; 1.2; -9.3; 0
12:57:48.086; ; ; ; ; ; ; ; 0.16; 68; -0.13; -0.05; -0.08; 27.32; 66.0; 100426; 1.2; -9.3; 0
12:57:48.289; 100238; 7.298; 32.49; 27.34; 45.510045; 9.211813; 353.5; 0.3; 332; 0.14; -0.26; -0.07; 26.77; 68.2; 100427; 1.2; -9.3; 0
12:57:48.483; ; ; ; ; ; ; ; 0.44; 306; 0.36; -0.26; 0.01; 24.78; 76.8; 100426; 1.2; -9.3; 0
12:57:48.685; ; ; ; ; ; ; ; 0.79; 291; 0.74; -0.28; -0.03; 23.48; 83.1; 100426; 1.2; -9.3; 0
12:57:48.883; ; ; ; ; ; ; ; 0.77; 286; 0.74; -0.21; -0.03; 23.0; 85.7; 100427; 1.2; -9.3; 0
12:57:49.084; ; ; ; ; ; ; ; 0.57; 292; 0.52; -0.22; -0.07; 23.6; 82.5; 100427; 1.2; -9.4; 0
12:57:49.288; 100238; 7.272; 32.51; 27.34; 45.510063; 9.211793; 351.6; 0.65; 266; 0.65; 0.04; -0.05; 23.89; 81.2; 100427; 1.2; -9.3; 0
12:57:49.483; ; ; ; ; ; ; ; 0.68; 285; 0.66; -0.18; -0.03; 24.72; 77.4; 100426; 1.2; -9.3; 0
12:57:49.683; ; ; ; ; ; ; ; 0.74; 273; 0.73; -0.03; 0.1; 24.76; 76.9; 100426; 1.2; -9.3; 0
12:57:49.883; ; ; ; ; ; ; ; 0.63; 255; 0.61; 0.16; -0.05; 24.21; 79.5; 100426; 1.2; -9.3; 0
12:57:50.083; ; ; ; ; ; ; ; 0.76; 291; 0.71; -0.27; -0.03; 24.04; 80.6; 100425; 1.2; -9.3; 0
12:57:50.288; 100238; 7.298; 32.56; 27.37; 45.510066; 9.211813; 353.8; 0.87; 278; 0.86; -0.11; -0.06; 23.85; 81.2; 100428; 1.2; -9.3; 0
12:57:50.483; ; ; ; ; ; ; ; 0.61; 275; 0.6; -0.05; -0.07; 23.8; 81.5; 100427; 1.2; -9.3; 0
12:57:50.684; ; ; ; ; ; ; ; 0.12; 34; -0.03; -0.04; -0.11; 26.06; 71.2; 100425; 1.2; -9.3; 0
12:57:50.882; ; ; ; ; ; ; ; 0.22; 346; 0.04; -0.16; -0.14; 26.56; 69.1; 100426; 1.2; -9.3; 0
12:57:51.082; ; ; ; ; ; ; ; 0.21; 346; 0.04; -0.17; -0.11; 26.33; 70.1; 100427; 1.2; -9.3; 0
12:57:51.288; 100238; 7.287; 32.62; 27.42; 45.510085; 9.211756; 353.1; 0.25; 335; 0.1; -0.21; -0.08; 25.35; 74.2; 100426; 1.2; -9.3; 0
12:57:51.482; ; ; ; ; ; ; ; 0.23; 266; 0.19; 0.01; -0.13; 25.55; 73.2; 100426; 1.2; -9.3; 0
12:57:51.682; ; ; ; ; ; ; ; 0.17; 262; 0.11; 0.02; -0.12; 25.89; 71.8; 100426; 1.2; -9.3; 0
12:57:51.882; ; ; ; ; ; ; ; 0.07; 262; 0.05; 0.01; -0.05; 26.62; 68.8; 100426; 1.2; -9.3; 0
12:57:52.082; ; ; ; ; ; ; ; 0.11; 259; 0.08; 0.01; -0.08; 26.07; 71.0; 100427; 1.2; -9.3; 0
12:57:52.288; 100239; 7.322; 32.72; 27.36; 45.510103; 9.211728; 351.3; 0.16; 267; 0.11; 0.01; -0.11; 26.12; 70.8; 100426; 1.2; -9.3; 0
12:57:52.482; ; ; ; ; ; ; ; 0.17; 245; 0.08; 0.04; -0.14; 26.09; 71.0; 100425; 1.2; -9.3; 0
12:57:52.684; ; ; ; ; ; ; ; 0.47; 99; -0.47; 0.07; -0.01; 25.56; 73.2; 100427; 1.2; -9.3; 0
12:57:52.882; ; ; ; ; ; ; ; 0.68; 90; -0.67; 0.0; -0.07; 25.67; 72.7; 100426; 1.2; -9.3; 0
12:57:53.082; ; ; ; ; ; ; ; 0.51; 86; -0.49; -0.04; 0.14; 26.65; 68.8; 100426; 1.2; -9.3; 0
12:57:53.289; 100238; 7.335; 32.76; 27.33; 45.51012; 9.211693; 348.7; 0.57; 100; -0.56; 0.1; 0.01; 25.35; 74.2; 100427; 1.2; -9.3; 0
12:57:53.481; ; ; ; ; ; ; ; 0.73; 88; -0.73; -0.02; -0.05; 25.29; 74.4; 100428; 1.2; -9.3; 0
12:57:53.681; ; ; ; ; ; ; ; 0.79; 78; -0.78; -0.16; 0.02; 25.65; 73.1; 100427; 1.2; -9.3; 0
12:57:53.881; ; ; ; ; ; ; ; 0.69; 85; -0.69; -0.06; -0.02; 25.2; 75.2; 100427; 1.2; -9.3; 0
12:57:54.081; ; ; ; ; ; ; ; 0.69; 83; -0.69; -0.08; 0.03; 24.88; 76.5; 100427; 1.2; -9.3; 0
12:57:54.288; 100239; 7.319; 32.83; 27.27; 45.51012; 9.211736; 343.6; 0.74; 79; -0.73; -0.14; -0.06; 25.34; 74.4; 100427; 1.2; -9.3; 0
12:57:54.481; ; ; ; ; ; ; ; 0.82; 93; -0.81; 0.05; 0.12; 25.12; 75.6; 100427; 1.2; -9.3; 0
12:57:54.683; ; ; ; ; ; ; ; 0.72; 101; -0.71; 0.14; 0.02; 25.01; 76.0; 100427; 1.2; -9.3; 0
12:57:54.881; ; ; ; ; ; ; ; 0.47; 94; -0.47; 0.03; -0.01; 26.21; 70.8; 100427; 1.2; -9.3; 0
12:57:55.081; ; ; ; ; ; ; ; 0.51; 97; -0.5; 0.06; 0.08; 25.66; 73.3; 100428; 1.2; -9.3; 0
12:57:55.289; 100239; 7.302; 32.83; 27.25; 45.510146; 9.211715; 331.5; 0.53; 112; -0.49; 0.19; 0.09; 24.95; 76.4; 100427; 1.2; -9.3; 0
12:57:55.481; ; ; ; ; ; ; ; 0.5; 110; -0.47; 0.17; -0.01; 25.1; 75.7; 100427; 1.2; -9.3; 0
12:57:55.681; ; ; ; ; ; ; ; 0.37; 82; -0.37; -0.05; -0.03; 25.81; 72.5; 100428; 1.2; -9.3; 0
12:57:55.880; ; ; ; ; ; ; ; 0.65; 86; -0.64; -0.05; -0.11; 25.72; 72.9; 100426; 1.2; -9.3; 0
12:57:56.080; ; ; ; ; ; ; ; 0.59; 94; -0.59; 0.04; -0.04; 25.8; 72.7; 100426; 1.2; -9.3; 0
12:57:56.289; 100240; 7.321; 32.89; 27.22; 45.510171; 9.211621; 325.2; 0.46; 97; -0.43; 0.06; -0.14; 26.54; 69.7; 100427; 1.2; -9.3; 0
12:57:56.480; ; ; ; ; ; ; ; 0.52; 82; -0.51; -0.07; -0.09; 26.01; 72.0; 100428; 1.2; -9.3; 0
12:57:56.682; ; ; ; ; ; ; ; 0.72; 74; -0.69; -0.2; -0.05; 25.08; 76.1; 100427; 1.2; -9.3; 0
12:57:56.880; ; ; ; ; ; ; ; 0.53; 55; -0.43; -0.3; -0.08; 25.8; 72.8; 100427; 1.2; -9.4; 0
12:57:57.080; ; ; ; ; ; ; ; 0.41; 91; -0.38; 0.01; 0.15; 26.34; 70.5; 100427; 1.2; -9.3; 0
