# Sparvio 1.5.0 log file. Logging started at 12:51:02.973 UTC.
# Logged components:
# SKH1_70727633 (id=1): 
#   Serial number; 1886549555
#   App and version; 3; 3.008
# C (id=3): 
#   Serial number; 1851030050
#   App and version; 18; 2.007

Time (UTC); SKH1_70727633.pr; SKH1_70727633.bat; SKH1_70727633.temp; SKH1_70727633.rh; SKH1_70727633.lat; SKH1_70727633.lon; SKH1_70727633.alt; C.wspd; C.wdir; C.windU; C.windV; C.windW; C.temp; C.rh; C.pr; C.pitch; C.roll; C.heading
12:52:49.480; ; ; ; ; ; ; ; 0.9; 84; -0.89; -0.1; 0.03; 23.58; 67.8; 100426; 1.5; -9.3; 0
12:52:49.680; ; ; ; ; ; ; ; 0.75; 94; -0.75; 0.05; -0.01; 23.7; 67.1; 100425; 1.5; -9.3; 0
12:52:49.880; ; ; ; ; ; ; ; 0.73; 79; -0.72; -0.14; -0.02; 23.77; 67.0; 100425; 1.5; -9.3; 0
12:52:50.085; ; ; ; ; ; ; ; 0.84; 77; -0.82; -0.19; 0.0; 23.94; 66.3; 100425; 1.5; -9.4; 0
12:52:50.281; 100247; 7.358; 29.46; 32.97; 45.5104; 9.211855; 138.4; 0.89; 80; -0.87; -0.16; 0.0; 23.98; 66.2; 100426; 1.5; -9.3; 0
12:52:50.480; ; ; ; ; ; ; ; 0.91; 79; -0.89; -0.18; 0.02; 24.16; 65.5; 100425; 1.5; -9.3; 0
12:52:50.679; ; ; ; ; ; ; ; 0.94; 76; -0.91; -0.23; -0.04; 24.22; 65.2; 100426; 1.5; -9.3; 0
12:52:50.879; ; ; ; ; ; ; ; 0.97; 86; -0.96; -0.06; -0.01; 24.52; 64.1; 100425; 1.5; -9.3; 0
12:52:51.086; ; ; ; ; ; ; ; 1.6; 63; -1.42; -0.73; -0.08; 23.52; 68.1; 100425; 1.5; -9.3; 0
12:52:51.279; 100245; 7.327; 29.56; 32.72; 45.51041; 9.211838; 137.6; 1.57; 61; -1.36; -0.76; -0.2; 23.19; 69.7; 100424; 1.5; -9.4; 0
12:52:51.479; ; ; ; ; ; ; ; 1.33; 64; -1.19; -0.57; -0.14; 23.1; 70.0; 100426; 1.5; -9.3; 0
12:52:51.679; ; ; ; ; ; ; ; 1.47; 58; -1.22; -0.78; -0.25; 23.29; 69.1; 100425; 1.5; -9.3; 0
12:52:51.879; ; ; ; ; ; ; ; 1.51; 49; -1.12; -0.99; -0.18; 23.91; 66.7; 100426; 1.5; -9.4; 0
12:52:52.085; ; ; ; ; ; ; ; 1.17; 58; -0.95; -0.6; -0.32; 23.74; 67.4; 100426; 1.5; -9.3; 0
12:52:52.280; 100247; 7.33; 29.64; 32.49; 45.510425; 9.211825; 134.9; 1.16; 58; -0.96; -0.6; -0.24; 23.74; 67.4; 100424; 1.5; -9.3; 0
12:52:52.479; ; ; ; ; ; ; ; 1.68; 46; -1.2; -1.17; -0.07; 23.78; 67.3; 100425; 1.5; -9.3; 0
12:52:52.678; ; ; ; ; ; ; ; 1.58; 32; -0.84; -1.32; -0.18; 23.4; 68.9; 100426; 1.5; -9.3; 0
12:52:52.878; ; ; ; ; ; ; ; 1.89; 35; -1.08; -1.52; -0.31; 23.33; 69.3; 100426; 1.5; -9.3; 0
12:52:53.085; ; ; ; ; ; ; ; 1.54; 20; -0.52; -1.43; -0.29; 23.29; 69.4; 100426; 1.5; -9.3; 0
12:52:53.278; 100247; 7.371; 29.69; 32.41; 45.510411; 9.211845; 132.2; 0.78; 34; -0.42; -0.62; -0.22; 23.35; 69.1; 100425; 1.5; -9.3; 0
12:52:53.478; ; ; ; ; ; ; ; 0.93; 45; -0.64; -0.64; -0.23; 23.35; 69.1; 100425; 1.5; -9.4; 0
12:52:53.678; ; ; ; ; ; ; ; 0.73; 47; -0.49; -0.46; -0.28; 23.78; 67.4; 100426; 1.5; -9.3; 0
12:52:53.878; ; ; ; ; ; ; ; 0.64; 61; -0.55; -0.31; -0.12; 23.9; 67.0; 100427; 1.5; -9.4; 0
12:52:54.085; ; ; ; ; ; ; ; 0.69; 84; -0.69; -0.07; -0.01; 24.25; 65.6; 100425; 1.5; -9.3; 0
12:52:54.280; 100246; 7.344; 29.77; 32.25; 45.510398; 9.211801; 129.3; 1.02; 75; -0.98; -0.27; 0.02; 23.78; 67.5; 100425; 1.5; -9.3; 0
12:52:54.478; ; ; ; ; ; ; ; 1.36; 77; -1.33; -0.3; -0.01; 23.38; 69.2; 100426; 1.5; -9.3; 0
12:52:54.678; ; ; ; ; ; ; ; 1.22; 74; -1.16; -0.32; -0.18; 23.33; 69.4; 100425; 1.5; -9.3; 0
12:52:54.878; ; ; ; ; ; ; ; 1.67; 66; -1.52; -0.68; -0.18; 23.17; 70.1; 100425; 1.5; -9.3; 0
12:52:55.085; ; ; ; ; ; ; ; 1.48; 67; -1.33; -0.56; -0.3; 23.18; 70.1; 100424; 1.5; -9.3; 0
12:52:55.277; 100246; 7.291; 29.8; 32.08; 45.510375; 9.211851; 131.1; 1.35; 91; -1.34; 0.01; -0.2; 23.39; 69.4; 100427; 1.5; -9.4; 0
12:52:55.477; ; ; ; ; ; ; ; 1.37; 102; -1.34; 0.29; -0.06; 23.51; 68.8; 100425; 1.5; -9.3; 0
12:52:55.677; ; ; ; ; ; ; ; 1.39; 80; -1.36; -0.24; -0.14; 23.14; 70.3; 100426; 1.5; -9.3; 0
12:52:55.877; ; ; ; ; ; ; ; 1.19; 72; -1.1; -0.35; -0.27; 23.13; 70.5; 100425; 1.5; -9.3; 0
12:52:56.085; ; ; ; ; ; ; ; 1.04; 83; -1.01; -0.12; -0.24; 23.11; 70.4; 100425; 1.5; -9.4; 0
12:52:56.281; 100246; 7.336; 29.87; 31.85; 45.510405; 9.211808; 130.3; 1.36; 72; -1.26; -0.4; -0.28; 23.06; 70.6; 100425; 1.5; -9.3; 0
12:52:56.477; ; ; ; ; ; ; ; 1.19; 87; -1.16; -0.06; -0.24; 23.16; 70.3; 100426; 1.5; -9.3; 0
12:52:56.676; ; ; ; ; ; ; ; 1.2; 69; -1.1; -0.41; -0.25; 23.76; 67.7; 100426; 1.5; -9.3; 0
12:52:56.876; ; ; ; ; ; ; ; 1.22; 70; -1.12; -0.42; -0.21; 23.57; 68.7; 100425; 1.5; -9.3; 0
12:52:57.084; ; ; ; ; ; ; ; 1.09; 71; -1.01; -0.34; -0.22; 23.24; 70.0; 100427; 1.5; -9.4; 0
12:52:57.276; 100247; 7.319; 29.91; 31.65; 45.510393; 9.211823; 126.5; 1.16; 62; -1.0; -0.52; -0.29; 23.2; 70.2; 100425; 1.5; -9.3; 0
12:52:57.476; ; ; ; ; ; ; ; 1.1; 60; -0.93; -0.53; -0.26; 23.47; 69.1; 100424; 1.5; -9.3; 0
12:52:57.676; ; ; ; ; ; ; ; 1.2; 69; -1.11; -0.42; -0.18; 23.76; 67.9; 100424; 1.4; -9.3; 0
12:52:57.876; ; ; ; ; ; ; ; 1.11; 65; -0.96; -0.46; -0.3; 23.29; 70.0; 100425; 1.5; -9.3; 0
12:52:58.084; ; ; ; ; ; ; ; 0.88; 89; -0.85; -0.02; -0.21; 23.21; 70.1; 100425; 1.5; -9.4; 0
12:52:58.278; 100246; 7.308; 29.92; 31.49; 45.510365; 9.21189; 131.4; 0.77; 78; -0.71; -0.15; -0.25; 23.37; 69.6; 100425; 1.5; -9.3; 0
12:52:58.476; ; ; ; ; ; ; ; 0.65; 72; -0.58; -0.19; -0.22; 23.47; 69.2; 100425; 1.4; -9.3; 0
12:52:58.675; ; ; ; ; ; ; ; 1.0; 56; -0.79; -0.53; -0.28; 23.14; 70.6; 100425; 1.5; -9.3; 0
12:52:58.875; ; ; ; ; ; ; ; 0.94; 57; -0.75; -0.49; -0.27; 23.13; 70.6; 100424; 1.5; -9.4; 0
12:52:59.084; ; ; ; ; ; ; ; 0.99; 60; -0.83; -0.48; -0.27; 23.31; 69.9; 100426; 1.4; -9.3; 0
12:52:59.275; 100246; 7.333; 29.84; 31.4; 45.51036; 9.21192; 134.4; 0.96; 69; -0.87; -0.33; -0.21; 23.36; 69.7; 100426; 1.5; -9.3; 0
12:52:59.475; ; ; ; ; ; ; ; 0.91; 76; -0.86; -0.22; -0.2; 23.32; 69.8; 100426; 1.5; -9.3; 0
12:52:59.675; ; ; ; ; ; ; ; 0.87; 76; -0.82; -0.2; -0.22; 23.36; 69.9; 100425; 1.5; -9.3; 0
12:52:59.875; ; ; ; ; ; ; ; 0.9; 85; -0.88; -0.07; -0.17; 23.24; 70.3; 100424; 1.5; -9.4; 0
12:53:00.087; ; ; ; ; ; ; ; 0.92; 78; -0.88; -0.19; -0.21; 23.33; 69.8; 100425; 1.5; -9.3; 0
12:53:00.277; 100247; 7.365; 29.9; 31.27; 45.510356; 9.211985; 143.1; 0.89; 92; -0.87; 0.03; -0.16; 23.39; 69.7; 100426; 1.5; -9.3; 0
12:53:00.475; ; ; ; ; ; ; ; 0.94; 76; -0.91; -0.22; -0.12; 23.62; 68.7; 100426; 1.5; -9.3; 0
12:53:00.675; ; ; ; ; ; ; ; 0.74; 99; -0.72; 0.11; -0.15; 23.96; 67.2; 100427; 1.5; -9.3; 0
12:53:00.874; ; ; ; ; ; ; ; 0.68; 83; -0.67; -0.08; -0.04; 23.98; 67.3; 100426; 1.5; -9.3; 0
12:53:01.086; ; ; ; ; ; ; ; 0.65; 98; -0.64; 0.08; -0.08; 23.62; 68.9; 100426; 1.5; -9.3; 0
12:53:01.276; 100249; 7.337; 29.9; 31.23; 45.510335; 9.212033; 145.1; 0.7; 78; -0.68; -0.14; -0.08; 23.71; 68.4; 100425; 1.5; -9.3; 0
12:53:01.474; ; ; ; ; ; ; ; 0.69; 79; -0.68; -0.13; -0.05; 23.62; 68.8; 100426; 1.5; -9.3; 0
12:53:01.674; ; ; ; ; ; ; ; 0.67; 77; -0.65; -0.15; -0.05; 23.78; 68.1; 100426; 1.5; -9.3; 0
12:53:01.874; ; ; ; ; ; ; ; 0.66; 72; -0.62; -0.21; -0.09; 23.97; 67.4; 100425; 1.5; -9.3; 0
12:53:02.085; ; ; ; ; ; ; ; 0.41; 75; -0.39; -0.11; -0.02; 24.71; 64.5; 100427; 1.5; -9.3; 0
12:53:02.276; 100248; 7.356; 29.95; 31.25; 45.510316; 9.212015; 151.1; 0.49; 78; -0.48; -0.1; -0.01; 25.03; 63.3; 100428; 1.4; -9.3; 0
12:53:02.474; ; ; ; ; ; ; ; 0.58; 65; -0.53; -0.25; -0.03; 24.21; 66.4; 100426; 1.5; -9.3; 0
12:53:02.674; ; ; ; ; ; ; ; 0.56; 61; -0.48; -0.27; -0.1; 24.12; 66.8; 100427; 1.5; -9.3; 0
12:53:02.874; ; ; ; ; ; ; ; 0.52; 60; -0.44; -0.25; -0.1; 24.36; 65.8; 100427; 1.5; -9.4; 0
12:53:03.085; ; ; ; ; ; ; ; 0.6; 63; -0.53; -0.27; -0.07; 24.93; 63.6; 100426; 1.5; -9.3; 0
12:53:03.274; 100248; 7.32; 29.99; 31.26; 45.51029; 9.211985; 155.5; 0.59; 41; -0.38; -0.44; -0.04; 23.91; 67.8; 100428; 1.4; -9.3; 0
12:53:03.473; ; ; ; ; ; ; ; 0.58; 55; -0.46; -0.33; -0.14; 23.83; 68.1; 100425; 1.5; -9.3; 0
12:53:03.673; ; ; ; ; ; ; ; 0.58; 78; -0.57; -0.12; -0.07; 24.73; 64.5; 100426; 1.5; -9.3; 0
12:53:03.873; ; ; ; ; ; ; ; 0.78; 79; -0.77; -0.15; -0.01; 24.76; 64.5; 100425; 1.5; -9.2; 0
12:53:04.085; ; ; ; ; ; ; ; 0.78; 79; -0.77; -0.15; -0.02; 24.71; 64.7; 100426; 1.5; -9.3; 0
12:53:04.278; 100248; 7.365; 30.04; 31.29; 45.510278; 9.211971; 164.5; 0.72; 75; -0.7; -0.19; 0.01; 24.69; 64.7; 100426; 1.5; -9.3; 0
12:53:04.475; ; ; ; ; ; ; ; 0.91; 76; -0.89; -0.22; -0.02; 24.68; 64.9; 100425; 1.4; -9.1; 0
12:53:04.673; ; ; ; ; ; ; ; 1.01; 84; -1.01; -0.11; 0.02; 25.03; 63.4; 100426; 1.5; -9.3; 0
12:53:04.873; ; ; ; ; ; ; ; 1.14; 68; -1.06; -0.42; -0.02; 24.42; 65.9; 100426; 1.4; -9.2; 0
12:53:05.085; ; ; ; ; ; ; ; 1.46; 54; -1.17; -0.86; -0.13; 24.55; 65.5; 100426; 1.5; -9.4; 0
12:53:05.273; 100247; 7.323; 30.1; 31.3; 45.51027; 9.211906; 163.3; 1.43; 51; -1.11; -0.89; -0.2; 24.39; 66.2; 100426; 1.5; -9.3; 0
12:53:05.473; ; ; ; ; ; ; ; 1.32; 31; -0.67; -1.1; -0.3; 24.52; 65.6; 100425; 1.5; -9.3; 0
12:53:05.672; ; ; ; ; ; ; ; 0.97; 47; -0.69; -0.65; -0.23; 24.67; 65.0; 100427; 1.6; -9.4; 0
12:53:05.872; ; ; ; ; ; ; ; 0.82; 55; -0.66; -0.47; -0.14; 24.9; 64.1; 100426; 1.4; -9.3; 0
12:53:06.084; ; ; ; ; ; ; ; 0.97; 62; -0.85; -0.45; -0.14; 24.74; 64.8; 100426; 1.5; -9.3; 0
12:53:06.285; 100250; 7.347; 30.15; 31.34; 45.510255; 9.211918; 166.9; 1.06; 66; -0.96; -0.43; -0.08; 24.65; 65.1; 100426; 1.5; -9.3; 0
12:53:06.488; ; ; ; ; ; ; ; 0.95; 79; -0.93; -0.19; -0.06; 24.53; 65.6; 100425; 1.5; -9.2; 0
12:53:06.685; ; ; ; ; ; ; ; 0.91; 78; -0.89; -0.19; 0.0; 24.79; 64.6; 100426; 1.5; -9.4; 0
12:53:06.885; ; ; ; ; ; ; ; 0.71; 87; -0.7; -0.03; 0.07; 25.27; 62.8; 100426; 1.5; -9.3; 0
12:53:07.096; ; ; ; ; ; ; ; 0.84; 84; -0.83; -0.09; -0.01; 25.62; 61.6; 100426; 1.7; -9.5; 0
12:53:07.285; 100249; 7.313; 30.22; 31.43; 45.51024; 9.211903; 169.3; 0.72; 71; -0.68; -0.24; -0.05; 25.35; 62.5; 100425; 1.5; -9.3; 0
12:53:07.486; ; ; ; ; ; ; ; 1.28; 57; -1.06; -0.69; -0.14; 25.88; 60.6; 100426; 1.4; -9.3; 0
12:53:07.685; ; ; ; ; ; ; ; 1.2; 77; -1.17; -0.28; -0.07; 26.11; 59.8; 100425; 1.5; -9.4; 0
12:53:07.885; ; ; ; ; ; ; ; 1.26; 81; -1.25; -0.2; -0.01; 25.76; 61.1; 100425; 1.4; -9.3; 0
12:53:08.096; ; ; ; ; ; ; ; 1.11; 84; -1.1; -0.12; 0.09; 25.85; 60.8; 100427; 1.5; -9.4; 0
12:53:08.285; 100248; 7.284; 30.29; 31.42; 45.510243; 9.211881; 170.2; 0.93; 76; -0.89; -0.23; 0.07; 25.96; 60.3; 100426; 1.4; -9.3; 0
12:53:08.488; ; ; ; ; ; ; ; 1.03; 82; -1.02; -0.15; 0.01; 26.43; 58.8; 100426; 1.5; -9.3; 0
12:53:08.684; ; ; ; ; ; ; ; 1.09; 72; -1.03; -0.34; 0.07; 27.01; 56.9; 100425; 1.6; -9.4; 0
12:53:08.884; ; ; ; ; ; ; ; 1.09; 78; -1.07; -0.23; 0.05; 27.29; 55.9; 100426; 1.6; -9.6; 0
12:53:09.096; ; ; ; ; ; ; ; 1.18; 91; -1.16; 0.03; 0.21; 27.69; 54.6; 100425; 1.4; -8.9; 0
12:53:09.284; 100249; 7.306; 30.42; 31.43; 45.51023; 9.21184; 170.1; 1.0; 91; -1.0; 0.01; 0.02; 27.74; 54.4; 100426; 1.0; -9.0; 0
12:53:09.486; ; ; ; ; ; ; ; 0.92; 92; -0.91; 0.03; 0.08; 28.34; 52.6; 100426; 1.6; -9.4; 0
12:53:09.684; ; ; ; ; ; ; ; 0.58; 67; -0.53; -0.22; 0.11; 28.4; 52.3; 100424; 1.5; -9.4; 0
12:53:09.884; ; ; ; ; ; ; ; 1.05; 358; 0.04; -1.05; -0.01; 27.32; 55.8; 100426; 1.5; -9.3; 0
12:53:10.097; ; ; ; ; ; ; ; 1.6; 357; 0.07; -1.59; -0.17; 26.98; 56.8; 100424; 1.6; -9.3; 0
12:53:10.285; 100248; 7.311; 30.59; 31.48; 45.510211; 9.21188; 182.0; 1.09; 1; -0.03; -1.09; -0.02; 27.23; 56.1; 100427; 1.4; -9.3; 0
12:53:10.488; ; ; ; ; ; ; ; 0.75; 357; 0.03; -0.75; -0.07; 27.44; 55.4; 100427; 1.5; -9.2; 0
12:53:10.684; ; ; ; ; ; ; ; 0.15; 36; -0.09; -0.12; -0.02; 27.68; 54.6; 100427; 1.5; -9.4; 0
12:53:10.884; ; ; ; ; ; ; ; 0.6; 36; -0.33; -0.46; -0.21; 26.26; 59.3; 100427; 1.6; -9.4; 0
12:53:11.094; ; ; ; ; ; ; ; 0.55; 75; -0.52; -0.14; -0.12; 25.5; 62.0; 100425; 1.5; -9.1; 0
12:53:11.283; 100247; 7.298; 30.73; 31.4; 45.51019; 9.211903; 185.3; 1.05; 73; -1.01; -0.3; -0.04; 25.31; 62.7; 100428; 1.5; -9.5; 0
12:53:11.485; ; ; ; ; ; ; ; 1.34; 67; -1.24; -0.52; 0.0; 24.37; 66.3; 100427; 1.4; -9.2; 0
12:53:11.683; ; ; ; ; ; ; ; 1.66; 60; -1.41; -0.82; -0.31; 23.74; 68.9; 100427; 1.4; -9.3; 0
12:53:11.883; ; ; ; ; ; ; ; 1.38; 60; -1.18; -0.69; -0.15; 24.21; 66.9; 100427; 1.4; -9.3; 0
12:53:12.094; ; ; ; ; ; ; ; 1.28; 77; -1.24; -0.3; -0.06; 24.28; 66.6; 100428; 1.4; -9.3; 0
12:53:12.283; 100248; 7.328; 30.84; 31.16; 45.510196; 9.211908; 187.7; 1.28; 68; -1.19; -0.48; -0.05; 24.42; 66.2; 100426; 1.4; -9.4; 0
12:53:12.486; ; ; ; ; ; ; ; 1.16; 71; -1.1; -0.38; -0.1; 24.38; 66.4; 100427; 1.5; -9.3; 0
12:53:12.683; ; ; ; ; ; ; ; 0.85; 79; -0.84; -0.16; -0.03; 24.82; 64.5; 100426; 1.5; -9.4; 0
12:53:12.882; ; ; ; ; ; ; ; 0.78; 85; -0.78; -0.07; -0.06; 25.66; 61.4; 100427; 1.4; -9.3; 0
12:53:13.094; ; ; ; ; ; ; ; 0.91; 77; -0.88; -0.21; 0.02; 25.75; 61.1; 100427; 1.5; -9.3; 0
12:53:13.282; 100249; 7.35; 30.94; 30.93; 45.510188; 9.211941; 187.9; 0.99; 72; -0.94; -0.31; 0.04; 25.18; 63.2; 100427; 1.5; -9.4; 0
12:53:13.483; ; ; ; ; ; ; ; 1.07; 54; -0.86; -0.62; -0.14; 24.96; 64.1; 100425; 1.5; -9.4; 0
12:53:13.682; ; ; ; ; ; ; ; 1.15; 53; -0.91; -0.68; -0.16; 25.58; 61.8; 100425; 1.4; -9.2; 0
12:53:13.882; ; ; ; ; ; ; ; 1.03; 52; -0.8; -0.64; -0.09; 25.41; 62.4; 100427; 1.5; -9.4; 0
12:53:14.095; ; ; ; ; ; ; ; 0.97; 50; -0.74; -0.63; -0.05; 24.7; 65.1; 100428; 1.4; -9.3; 0
12:53:14.282; 100248; 7.304; 31.05; 30.74; 45.510201; 9.211955; 190.9; 0.91; 50; -0.68; -0.58; -0.19; 24.76; 65.0; 100427; 1.4; -9.3; 0
12:53:14.485; ; ; ; ; ; ; ; 0.92; 52; -0.72; -0.56; -0.11; 24.82; 64.6; 100427; 1.5; -9.3; 0
12:53:14.682; ; ; ; ; ; ; ; 1.01; 55; -0.82; -0.57; -0.16; 25.22; 63.2; 100428; 1.5; -9.4; 0
12:53:14.882; ; ; ; ; ; ; ; 1.28; 56; -1.06; -0.71; -0.11; 25.67; 61.6; 100427; 1.5; -9.3; 0
12:53:15.093; ; ; ; ; ; ; ; 1.2; 61; -1.05; -0.57; -0.09; 24.8; 64.8; 100427; 1.4; -9.3; 0
12:53:15.281; 100249; 7.341; 31.2; 30.65; 45.510201; 9.21192; 193.2; 1.17; 61; -1.02; -0.56; -0.12; 24.65; 65.4; 100427; 1.4; -9.3; 0
12:53:15.483; ; ; ; ; ; ; ; 1.03; 70; -0.97; -0.35; -0.1; 24.66; 65.5; 100428; 1.4; -9.3; 0
12:53:15.681; ; ; ; ; ; ; ; 1.4; 68; -1.29; -0.53; -0.03; 24.59; 65.7; 100427; 1.4; -9.3; 0
12:53:15.881; ; ; ; ; ; ; ; 1.46; 61; -1.26; -0.71; -0.17; 23.48; 70.4; 100427; 1.5; -9.3; 0
12:53:16.092; ; ; ; ; ; ; ; 1.54; 59; -1.3; -0.78; -0.24; 23.64; 69.7; 100427; 1.5; -9.3; 0
12:53:16.281; 100249; 7.333; 31.25; 30.49; 45.510203; 9.211915; 191.7; 1.65; 60; -1.4; -0.82; -0.3; 23.26; 71.3; 100426; 1.5; -9.4; 0
12:53:16.484; ; ; ; ; ; ; ; 1.84; 51; -1.42; -1.15; -0.2; 23.25; 71.5; 100427; 1.5; -9.3; 0
12:53:16.681; ; ; ; ; ; ; ; 1.76; 60; -1.5; -0.86; -0.31; 23.68; 69.6; 100426; 1.4; -9.3; 0
12:53:16.881; ; ; ; ; ; ; ; 1.73; 61; -1.48; -0.81; -0.39; 23.27; 71.2; 100427; 1.5; -9.3; 0
12:53:17.092; ; ; ; ; ; ; ; 1.78; 61; -1.51; -0.85; -0.37; 23.15; 71.9; 100427; 1.4; -9.3; 0
12:53:17.281; 100250; 7.385; 31.24; 30.25; 45.510196; 9.211981; 195.7; 1.64; 60; -1.4; -0.8; -0.31; 23.28; 71.5; 100425; 1.4; -9.3; 0
12:53:17.482; ; ; ; ; ; ; ; 1.57; 59; -1.31; -0.8; -0.31; 23.37; 71.2; 100426; 1.4; -9.3; 0
12:53:17.681; ; ; ; ; ; ; ; 1.71; 63; -1.5; -0.76; -0.31; 23.51; 70.5; 100426; 1.4; -9.3; 0
12:53:17.880; ; ; ; ; ; ; ; 1.58; 66; -1.44; -0.63; -0.18; 23.45; 70.8; 100427; 1.5; -9.4; 0
12:53:18.094; ; ; ; ; ; ; ; 1.41; 67; -1.28; -0.54; -0.26; 23.46; 70.7; 100425; 1.4; -9.3; 0
12:53:18.280; 100249; 7.3; 31.24; 30.05; 45.510195; 9.212016; 196.0; 1.15; 97; -1.12; 0.14; -0.21; 23.43; 70.9; 100425; 1.4; -9.3; 0
12:53:18.483; ; ; ; ; ; ; ; 1.05; 90; -1.05; 0.0; 0.03; 23.86; 69.1; 100426; 1.4; -9.4; 0
12:53:18.680; ; ; ; ; ; ; ; 1.28; 91; -1.28; 0.02; 0.01; 23.71; 69.7; 100427; 1.5; -9.4; 0
12:53:18.880; ; ; ; ; ; ; ; 1.54; 67; -1.4; -0.59; -0.21; 23.66; 70.0; 100426; 1.4; -9.4; 0
12:53:19.093; ; ; ; ; ; ; ; 1.89; 58; -1.57; -0.98; -0.35; 24.18; 67.9; 100425; 1.4; -9.3; 0
12:53:19.282; 100247; 7.309; 31.26; 29.9; 45.510196; 9.212035; 194.8; 1.91; 70; -1.78; -0.66; -0.1; 23.68; 69.9; 100426; 1.4; -9.3; 0
12:53:19.481; ; ; ; ; ; ; ; 1.84; 65; -1.62; -0.75; -0.47; 23.58; 70.3; 100428; 1.4; -9.3; 0
12:53:19.680; ; ; ; ; ; ; ; 1.79; 58; -1.49; -0.94; -0.29; 23.54; 70.6; 100426; 1.5; -9.5; 0
12:53:19.880; ; ; ; ; ; ; ; 1.69; 57; -1.41; -0.92; -0.16; 23.84; 69.4; 100427; 1.5; -9.3; 0
12:53:20.092; ; ; ; ; ; ; ; 1.94; 59; -1.66; -1.0; -0.19; 24.41; 66.9; 100426; 1.4; -9.4; 0
12:53:20.280; 100247; 7.377; 31.2; 29.79; 45.510203; 9.212081; 196.1; 2.79; 35; -1.61; -2.28; -0.14; 23.35; 71.4; 100426; 1.5; -9.4; 0
12:53:20.483; ; ; ; ; ; ; ; 2.14; 45; -1.52; -1.49; -0.13; 23.84; 69.2; 100425; 1.5; -9.3; 0
12:53:20.680; ; ; ; ; ; ; ; 2.18; 60; -1.84; -1.06; -0.48; 23.44; 71.0; 100428; 1.4; -9.3; 0
12:53:20.880; ; ; ; ; ; ; ; 2.26; 59; -1.92; -1.14; -0.37; 23.27; 71.7; 100427; 1.5; -9.3; 0
12:53:21.090; ; ; ; ; ; ; ; 1.9; 54; -1.51; -1.11; -0.32; 23.32; 71.5; 100427; 1.4; -9.4; 0
12:53:21.279; 100247; 7.303; 31.12; 29.75; 45.510195; 9.212073; 196.2; 1.66; 58; -1.38; -0.87; -0.29; 23.69; 70.0; 100425; 1.5; -9.3; 0
12:53:21.479; ; ; ; ; ; ; ; 1.92; 55; -1.56; -1.08; -0.28; 23.56; 70.7; 100427; 1.5; -9.4; 0
12:53:21.679; ; ; ; ; ; ; ; 1.77; 62; -1.51; -0.8; -0.46; 23.23; 72.0; 100427; 1.5; -9.3; 0
12:53:21.879; ; ; ; ; ; ; ; 1.93; 65; -1.69; -0.78; -0.49; 23.26; 71.8; 100427; 1.4; -9.3; 0
12:53:22.090; ; ; ; ; ; ; ; 2.1; 63; -1.82; -0.92; -0.51; 23.39; 71.3; 100427; 1.4; -9.3; 0
12:53:22.280; 100246; 7.373; 31.05; 29.8; 45.510195; 9.212103; 194.0; 1.94; 66; -1.73; -0.76; -0.45; 23.43; 71.2; 100426; 1.5; -9.3; 0
12:53:22.482; ; ; ; ; ; ; ; 1.46; 79; -1.42; -0.27; -0.21; 23.57; 70.5; 100425; 1.4; -9.3; 0
12:53:22.679; ; ; ; ; ; ; ; 1.09; 63; -0.97; -0.5; -0.06; 23.66; 70.4; 100427; 1.5; -9.3; 0
12:53:22.879; ; ; ; ; ; ; ; 1.78; 53; -1.43; -1.06; -0.09; 23.94; 69.0; 100427; 1.5; -9.4; 0
12:53:23.092; ; ; ; ; ; ; ; 2.01; 49; -1.51; -1.33; -0.09; 23.61; 70.5; 100427; 1.5; -9.2; 0
12:53:23.279; 100247; 7.355; 31.0; 29.76; 45.510206; 9.212116; 190.9; 2.39; 51; -1.86; -1.48; -0.24; 23.72; 70.0; 100426; 1.4; -9.3; 0
12:53:23.478; ; ; ; ; ; ; ; 2.07; 56; -1.71; -1.14; -0.26; 23.53; 70.9; 100426; 1.5; -9.3; 0
12:53:23.679; ; ; ; ; ; ; ; 2.55; 44; -1.76; -1.84; -0.15; 23.34; 71.8; 100428; 1.5; -9.3; 0
12:53:23.878; ; ; ; ; ; ; ; 1.72; 54; -1.38; -0.99; -0.3; 23.4; 71.5; 100426; 1.4; -9.3; 0
12:53:24.088; ; ; ; ; ; ; ; 1.75; 53; -1.38; -1.03; -0.27; 23.41; 71.5; 100426; 1.4; -9.3; 0
12:53:24.279; 100248; 7.301; 30.91; 29.92; 45.510213; 9.212095; 186.7; 2.08; 53; -1.64; -1.25; -0.3; 23.43; 71.4; 100426; 1.4; -9.3; 0
12:53:24.481; ; ; ; ; ; ; ; 1.7; 54; -1.37; -0.98; -0.23; 23.41; 71.4; 100427; 1.5; -9.3; 0
12:53:24.678; ; ; ; ; ; ; ; 1.73; 54; -1.39; -1.01; -0.19; 23.48; 71.1; 100427; 1.4; -9.3; 0
12:53:24.878; ; ; ; ; ; ; ; 2.17; 50; -1.66; -1.38; -0.2; 23.42; 71.4; 100426; 1.4; -9.3; 0
12:53:25.090; ; ; ; ; ; ; ; 1.8; 55; -1.46; -1.02; -0.25; 23.4; 71.5; 100427; 1.5; -9.3; 0
